source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
AP2,GENE,Flowering_Time,PHENOTYPE,repression,transcriptional,HIGH,AP2 is a floral repressor; high miR172 reduces AP2 allowing flowering,,,,,,miR172 contribute to the acquisition of floral competence by silencing these AP2-family factors that otherwise suppress flowering genes.,,
AP2,GENE,SOC1,GENE,repression,transcriptional_repression,HIGH,AP2 directly binds SOC1 upstream region to repress transcription,,,,,,SOC1: AP2 directly binds upstream region and represses transcription; soc1-2 ap2-12 double mutant flowered only 1 leaf later than wild-type,,
AP2,GENE,miR172,REGULATORY_RNA,repression,transcriptional_repression,HIGH,AP2 directly represses miR172b transcription (negative feedback loop),,,,,,miR172b: AP2 negatively regulates; miR172 levels were 270% of those in the wild type in ap2 mutants,,
APRF1,GENE,FLC,GENE,repression,chromatin_modification,MEDIUM,"APRF1 is part of the autonomous pathway complex; aprf1 mutants show weakly delayed flowering, synergistic with sdg26",,,,,,aprf1 mutants show weakly delayed flowering; sdg26 aprf1 double mutant shows further delayed flowering vs single mutants.,,
ARP6,GENE,H2A_Z,GENE,activation,chromatin,HIGH,ARP6 is part of SWR1 complex that deposits H2A.Z at nucleosomes,,,,,,"SWR1 complex (pie1, arp6, swc6) mutants - Early flowering, temperature-insensitive",,
AS1,GENE,FT,GENE,activation,transcriptional,MEDIUM,AS1 interacts with CO and binds FT promoter as positive regulator,,,,,,AS1 is a CO-interactor but itself binds to the FT promoter as a positive regulator,,
ATX1,GENE,FLC,GENE,activation,epigenetic,HIGH,ATX1 deposits H3K4me3 at FLC,,,,,,the FRIGIDA (FRI) complex activates FLC together with the deposition of H3K4me3 mediated by TrxG,,
Ambient_Temperature,ENVIRONMENT,PIF4,GENE,activation,integrated,HIGH,Ambient temperature (warm) stabilizes and activates PIF4 via phyB thermal reversion and evening complex release,,,,,,"PIF4, a central regulator of many high temperature-related responses in Arabidopsis, promotes auxin biosynthesis in cotyledons and leaf blades at high temperature",,
AtNDX,GENE,COOLAIR,REGULATORY_RNA,repression,structural,HIGH,AtNDX stabilizes R-loop at FLC inhibiting COOLAIR,,,,,,AtNDX represses endogenous COOLAIR expression,,
BBX19,GENE,CO,GENE,inhibition,post_translational,HIGH,"BBX19 protein binds CO to sequester its activity, especially in the morning",,,,,,BBX19 protein binds to CO to suppress its function,,
BBX32,GENE,FT,GENE,inhibition,post_translational,MEDIUM,BBX32 acts as transcriptional co-repressor interfering with CO transactivation of FT,,,,,,"COL12, BBX17, BBX19, BBX28, and BBX29 interfere with CO activity through direct interaction",,
BRM,GENE,SOC1,GENE,repression,chromatin_remodeling,HIGH,BRM represses SOC1 by reducing H3K4me3 deposition at the SOC1 locus,,,,,,BRM negatively regulates flowering repressing SOC1 with decreased H3K4me3 deposition,,
Blue_Light,ENVIRONMENT,FKF1,GENE,activation,signaling,HIGH,Blue light activates FKF1 LOV domain to form FKF1-GI complex,,,,,,FKF1 and GI proteins form a complex in a blue-light dependent manner,,
Blue_Light,ENVIRONMENT,ZTL,GENE,activation,photoactivation,HIGH,"ZTL LOV domain absorbs blue light, inducing conformational change that modulates substrate recognition and its interaction with GI",,,,,,The LOV domain absorbs blue light and is important for the blue-light-dependent interaction with GIGANTEA,,
CBF1,GENE,COOLAIR,REGULATORY_RNA,activation,transcriptional,HIGH,CBF1 binds CRT/DRE at FLC 3-end to activate COOLAIR,,,,,,"cbfs-1: All isoforms, as well as total COOLAIR, failed to be induced by short-term cold exposure",,
CBF1,GENE,FLC,GENE,activation,transcriptional,HIGH,CBF1 OE increases FLC under intermittent cold,,,,,,"FLC expression was increased more than twofold in 35S-CBF1, 35S-CBF2, and 35S-CBF3",,
CBF2,GENE,COOLAIR,REGULATORY_RNA,activation,transcriptional,HIGH,CBF2 binds CRT/DRE at FLC 3-end to activate COOLAIR,,,,,,"cbfs-1: All isoforms, as well as total COOLAIR, failed to be induced by short-term cold exposure",,
CBF3,GENE,COOLAIR,REGULATORY_RNA,activation,transcriptional,HIGH,CBF3 directly binds DREc at FLC 3-end,,,,,,CBF3-myc protein was enriched at the 3-end of FLC and the first exon where DREc was located,,
CBP20,GENE,FLC,GENE,activation,post_transcriptional,HIGH,CBP20 cap-binding subunit interacts with FRI and promotes FLC pre-mRNA capping/splicing,,,,,,FRI up-regulates FLC expression through a cotranscriptional mechanism involving direct physical interaction with the nuclear CBC,,
CBP80,GENE,FLC,GENE,activation,post_transcriptional,HIGH,CBP80/ABH1 cap-binding subunit interacts with FRI,,,,,,FRI up-regulates FLC expression through a cotranscriptional mechanism involving direct physical interaction with the nuclear CBC,,
CCA1,GENE,ELF3,GENE,repression,transcriptional,HIGH,CCA1 binds directly to the ELF3 promoter and represses transcription,,,,,,CCA1 binds directly to the promoter of ELF3,,
CCA1,GENE,ELF4,GENE,repression,transcriptional,HIGH,CCA1 binds ELF4 promoter and represses its morning expression,,,,,,"They repress the transcription of TOC1, ELF4 and LUX",,
CCA1,GENE,GI,GENE,repression,transcriptional,HIGH,CCA1 binds GI promoter and represses its expression,,,,,,CCA1 represses GI and SOC1 by associating with their promoters,,
CCA1,GENE,LUX,GENE,repression,transcriptional,HIGH,CCA1 represses LUX transcription in the morning,,,,,,"They repress the transcription of TOC1, ELF4 and LUX",,
CCA1,GENE,PRR7,GENE,activation,transcriptional,HIGH,CCA1 activates PRR7 transcription,,,,,,activate the transcription of PRR9 and PRR7,,
CCA1,GENE,PRR9,GENE,activation,transcriptional,HIGH,CCA1 activates PRR9 transcription in the morning loop,,,,,,"They repress the transcription of TOC1, ELF4 and LUX...but activate the transcription of PRR9 and PRR7",,
CCA1,GENE,SOC1,GENE,repression,transcriptional,HIGH,CCA1 binds SOC1 promoter and represses expression,,,,,,CCA1 represses GI and SOC1 by associating with their promoters,,
CCA1,GENE,SVP,GENE,inhibition,post_translational,HIGH,CCA1 reduces SVP protein levels,,,,,,LHY and CCA1 accelerate flowering in part by reducing the abundance of SVP,,
CCA1,GENE,TOC1,GENE,repression,transcriptional,HIGH,CCA1 binds EE element of TOC1 promoter in the morning and represses its transcription,,,,,,"They repress the transcription of TOC1, ELF4 and LUX...but activate the transcription of PRR9 and PRR7",,
CDF1,GENE,CO,GENE,repression,transcriptional,HIGH,CDF1-5 bind DOF cis-elements in CO promoter in the morning and recruit TOPLESS/TPR co-repressors,,,,,,"CYCLING DOF FACTOR 1 (CDF1) to CDF5 were the first CO regulators identified, strongly repressing CO transcription by recruiting TOPLESS(TPL)/TPL-RELATED (TPR) co-repressors",,
CDF1,GENE,FT,GENE,repression,transcriptional,HIGH,CDF proteins directly bind the FT promoter 5' proximal region and repress FT,,,,,,"CDF transcription factors, in addition to their binding to the CO promoter during the morning, are able to bind to the FT promoter at the 5' proximal region",,
CDF2,GENE,CO,GENE,repression,transcriptional,HIGH,CDF2 binds DOF sites in CO promoter with TPL co-repressor recruitment,,,,,,"CDF1 to CDF5 were the first CO regulators identified, strongly repressing CO transcription",,
CDF3,GENE,CO,GENE,repression,transcriptional,HIGH,CDF3 binds DOF sites in CO promoter and recruits TPL,,,,,,"CDF1 to CDF5 were the first CO regulators identified, strongly repressing CO transcription",,
CDF5,GENE,CO,GENE,repression,transcriptional,HIGH,CDF5 binds DOF sites in CO promoter and recruits TPL,,,,,,"CDF1 to CDF5 were the first CO regulators identified, strongly repressing CO transcription",,
CHE,GENE,CCA1,GENE,repression,transcriptional,MEDIUM,CHE represses CCA1 transcription; TOC1 antagonizes CHE,,,,,,"TOC1 activates CCA1 expression by antagonizing the action of CHE, a repressor of CCA1",,
CIB1,GENE,FT,GENE,activation,transcriptional,HIGH,CIB1 directly binds E-box elements in FT promoter 5' proximal region,,,,,,CIB1 directly binds to the FT promoter via E-box elements in the 5' proximal region,,
CLF,GENE,FLC,GENE,repression,epigenetic,HIGH,CLF SET-domain H3K27 methyltransferase (PRC2 catalytic),,,,,,siCLF-SWN plants...late-flowering phenotypes were only weakly responsive to vernalization,,
CO,GENE,FLP1,GENE,activation,transcriptional,HIGH,CO induces FLP1 expression under long-day far-red conditions,,,,,,The induction of FLP1 was nearly abolished in [the co mutant],,
CO,GENE,FT,GENE,activation,transcriptional,HIGH,CO binds directly to CORE cis-elements in FT promoter; CO-NF-Y complex brings distal NF-Y binding sites to proximal CORE via chromatin looping,,,,,,CO binds to the cis-element referred to as CO Responsive Element (CORE) in the FT promoter,,
COLDAIR,REGULATORY_RNA,FLC,GENE,repression,epigenetic,HIGH,COLDAIR binds CLF (PRC2) via nucleotides 401-600 and directs PRC2 to FLC,,,,,,only COLDAIR fragments containing nucleotides from 401 to 600 precipitate CLF-containing PRC2,,
COOLAIR,REGULATORY_RNA,FLC,GENE,repression,post_transcriptional,HIGH,COOLAIR antisense promotes FLC silencing via cotranscriptional H3K4me2 reduction and Pol II dynamics,,,,,,FLC transcription (assayed as spliced transcript accumulation) was ~3-fold higher in FLC_tex lines compared to FLC transgenic lines,,
COP1,GENE,CO,GENE,inhibition,post_translational,HIGH,COP1-SPA E3 ubiquitin ligase complex binds phosphorylated CO C-terminus in phloem companion cells and targets CO for 26S proteasome degradation at night,,,,,,COP1-SPA complex(es) directly interact with the phosphorylated form of CO protein to trigger its protein turnover,,
CRY1,GENE,CO,GENE,activation,post_translational,HIGH,"CRY1 physically interrupts COP1-SPA1 complex formation in blue light, preventing CO degradation",,,,,,"Blue-light photoreceptors, cry1 and cry2, stabilize CO in a light-dependent manner by attenuating COP1-SUPPRESSOR OF PHYA-105 1 (SPA1)",,
CRY2,GENE,CO,GENE,activation,post_translational,HIGH,"CRY2 in phloem vascular cells attenuates COP1-SPA1 complex to stabilize CO, increasing FT expression cell-autonomously",,,,,,cry2-GFP expressed in vascular bundles increased FT expression only in vascular bundles,,
CRY2,GENE,FT,GENE,activation,signaling,HIGH,CRY2 cryptochrome transmits blue-light signal affecting temperature-sensitive flowering; Cvi-0 allele reduces thermal sensitivity,,,,,,Allelic variation at CRY2 underlies this temperature insensitivity across several traits,,
Cold,ENVIRONMENT,CBF1,GENE,activation,transcriptional,HIGH,Cold induces CBF1 transcription (peak ~3h),,,,,,CBF transcripts: Peak at ~3 hours,,
Cold,ENVIRONMENT,CBF2,GENE,activation,transcriptional,HIGH,Cold induces CBF2,,,,,,CBF transcripts: Peak at ~3 hours,,
Cold,ENVIRONMENT,CBF3,GENE,activation,transcriptional,HIGH,Cold induces CBF3,,,,,,CBF3 protein: Peak at ~6 hours,,
Cold,ENVIRONMENT,HOS1,GENE,activation,signaling,HIGH,"Cold stress activates HOS1 E3 ligase to ubiquitinate CO, delaying flowering",,,,,,Cold-induced CO degradation is mediated via a ubiquitin/proteasome pathway that involves the E3 ubiquitin ligase HIGH EXPRESSION OF OSMOTICALLY RESPONSIVE GENE 1 (HOS1),,
Cold,ENVIRONMENT,VIN3,GENE,activation,transcriptional,HIGH,Prolonged cold progressively induces VIN3 transcription,,,,,,"The most direct link between measurement of the duration of cold and the output of vernalization response is the induction of VIN3 expression, which is tightly linked to prolonged cold exposure",,
Cold,ENVIRONMENT,VRN2,GENE,activation,post_translational,HIGH,Cold stabilizes VRN2 protein,,,,,,VRN2-FLAG protein...shows marked increase in abundance after 4 weeks of vernalization,,
DELLA,PROTEIN_COMPLEX,BRM,GENE,activation,protein_protein_interaction,HIGH,DELLA physically interacts with BRM chromatin remodeler to recruit it,,,,,,"DELLAs physically interact with BRM demonstrated via yeast 2-hybrid, pull-down, and co-IP assays",,
DELLA,PROTEIN_COMPLEX,CO,GENE,inhibition,protein_protein_interaction,HIGH,DELLA binds the CCT domain of CO to inhibit FT induction,,,,,,"RGA and GAI bind CCT domain of CO, inhibiting FT induction",,
DELLA,PROTEIN_COMPLEX,Flowering_Time,PHENOTYPE,inhibition,phenotypic_output,HIGH,DELLA proteins act as master repressors of flowering; stabilization delays flowering,,,,,,"ProRGA:RGAd17 developed small dark green leaves, and delayed flowering; phenocopies GA-deficient mutant",,
DELLA,PROTEIN_COMPLEX,GA20ox,GENE,activation,transcriptional_activation,HIGH,DELLA directly activates GA biosynthesis genes as homeostatic feedback,,,,,,"Expression of all 14 putative DELLA target genes are DELLA-induced and GA-repressed; DELLA targets include GA20ox2, GA3ox1 (biosynthesis), GID1a, GID1b (receptors)",,
DELLA,PROTEIN_COMPLEX,GA2ox,GENE,inhibition,transcriptional_regulation,MEDIUM,"GA catabolism genes are upregulated by GA (i.e., downregulated when DELLA accumulates)",,,,,,The GA catabolism genes GA2ox1 and GA2ox2 are up-regulated by GA treatment,,
DELLA,PROTEIN_COMPLEX,GAF1,GENE,activation,cofactor,HIGH,DELLA acts as coactivator of GAF1; GA-induced DELLA degradation converts GAF1 complex from activator to repressor,,,,,,DELLAs are coactivators of the transcription factor GAI ASSOCIATED FACTOR 1 (GAF1); GAs convert the GAF1 complex from a transcriptional activator to a repressor,,
DELLA,PROTEIN_COMPLEX,LFY,GENE,repression,transcriptional_repression,HIGH,"DELLA inhibits LFY transcription, counteracting GA induction",,,,,,"GA-deficient ga1-3 mutants fail to flower when grown under short days, with inability to upregulate LFY",,
DELLA,PROTEIN_COMPLEX,NF_YC,PROTEIN_COMPLEX,activation,protein_protein_interaction,HIGH,DELLA enhances BRM-NF-YC interaction,,,,,,"DELLA proteins enhance the interaction of BRM with NF-YCs (yeast 3-hybrid, split-LUC assays)",,
DELLA,PROTEIN_COMPLEX,PIF4,GENE,inhibition,protein_binding,HIGH,DELLA proteins physically bind PIF4 and block DNA binding,,,,,,"DELLA proteins physically interact with...PIF4...After interacting with DELLA proteins, PIF4 cannot bind to DNA",,
DELLA,PROTEIN_COMPLEX,SOC1,GENE,repression,transcriptional_repression,HIGH,"DELLA represses SOC1 via multiple routes (SPL binding, GAF1 coactivation of repressors, BRM interaction)",,,,,,SOC1 integrates the GA-mediated flowering-time signal,,
DELLA,PROTEIN_COMPLEX,SPL15,GENE,inhibition,protein_interaction,HIGH,DELLA proteins directly bind SPL15 and interfere with its activity,,,,,,DELLA directly binds to miR156-targeted SPL transcription factors; the interaction between DELLA and SPL interferes with SPL transcriptional activity.,,
DELLA,PROTEIN_COMPLEX,SPL9,GENE,inhibition,protein_interaction,HIGH,"DELLA proteins (RGA, GAI) directly bind SPL9 and interfere with SPL9 transcriptional activity",,,,,,DELLA directly binds to microRNA156 (miR156)-targeted SQUAMOSA PROMOTER BINDING-LIKE (SPL) transcription factors; the interaction between DELLA and SPL interferes with SPL transcriptional activity.,,
EFS,GENE,FLC,GENE,activation,epigenetic,HIGH,EFS methyltransferase deposits H3K4me3/H3K36me3 at FLC,,,,,,EFS encodes a histone methyltransferase...di- and tri-methylation of both histone H3 Lys 4,,
EFS,GENE,VIN3,GENE,activation,epigenetic,HIGH,EFS H3K4/K36 methyltransferase activates VIN3 during cold,,,,,,Induced levels of VIN3 by vernalization are significantly lower in elf7 and efs mutants compared to wild-type,,
ELF3,GENE,CCA1,GENE,activation,transcriptional,MEDIUM,Loss of ELF3 decreases CCA1 expression; ELF3 indirectly required for proper CCA1 rhythm,,,,,,"decreased expression of CCA1 and LHY in elf3, elf4 and lux mutants",,
ELF3,GENE,CO,GENE,inhibition,post_translational,MEDIUM,ELF3 directly interacts with CO and promotes its degradation,,,,,,EARLY FLOWERING 3 (ELF3) directly interacts with CO and promotes CO degradation under laboratory conditions,,
ELF3,GENE,GI,GENE,repression,transcriptional,HIGH,ELF3 as EC component represses GI at night,,,,,,The EC represses...the evening loop genes GIGANTEA (GI) and LUX itself,,
ELF3,GENE,PIF4,GENE,repression,transcriptional,HIGH,Evening complex (ELF3-ELF4-LUX) directly represses PIF4 and PIF5 expression,,,,,,"The evening complex, ELF3-ELF4-LUX, directly represses the expression of PIF4 and PIF5",,
ELF3,GENE,PIF5,GENE,repression,transcriptional,HIGH,Evening complex including ELF3 directly represses PIF5 expression,,,,,,"The evening complex, ELF3-ELF4-LUX, directly represses the expression of PIF4 and PIF5",,
ELF3,GENE,PRR7,GENE,repression,transcriptional,HIGH,ELF3 as part of Evening Complex represses PRR7,,,,,,The EC represses expression of the circadian morning loop genes PSEUDORESPONSE REGULATOR 7 (PRR7) and PRR9,,
ELF3,GENE,PRR9,GENE,repression,transcriptional,HIGH,ELF3 as part of Evening Complex represses PRR9 at night,,,,,,"The EC represses expression of the circadian morning loop genes PSEUDORESPONSE REGULATOR 7 (PRR7) and PRR9, the central loop gene CCA1, and the evening loop genes GIGANTEA (GI) and LUX itself",,
ELF4,GENE,PRR9,GENE,repression,transcriptional,HIGH,ELF4 as part of Evening Complex represses PRR9,,,,,,"ELF3 and ELF4 are transcriptional repressors of PRR9 and PRR7, and...LUX is a night-time repressor of PRR9",,
ELF7,GENE,VIN3,GENE,activation,epigenetic,HIGH,ELF7 (PAF1) deposits H3K4me3 at VIN3 during cold,,,,,,Induced levels of VIN3 by vernalization are significantly lower in elf7 and efs mutants compared to wild-type,,
FBH1,GENE,CO,GENE,activation,transcriptional,HIGH,FBH1 binds E-box cis-elements in CO promoter to activate transcription; ChIP shows enrichment adjacent to CO TSS,,,,,,FBH1 and FBH2 bind to the E-box elements in the CO promoter in vivo,,
FBH2,GENE,CO,GENE,activation,transcriptional,HIGH,FBH2 binds E-box cis-elements in CO promoter to activate transcription,,,,,,FBH1 and FBH2 bind to the E-box elements in the CO promoter in vivo,,
FBH3,GENE,CO,GENE,activation,transcriptional,HIGH,FBH3 bHLH activator binds CO promoter E-boxes,,,,,,"basic Helix-Loop-Helix transcriptional activators FLOWERING BHLH1 (FBH1), FBH2, FBH3, and FBH4 bind to E-box cis-elements in the CO promoter to activate its transcription",,
FBH4,GENE,CO,GENE,activation,transcriptional,HIGH,FBH4 binds E-box cis-elements in CO promoter; dephosphorylated FBH4 enters nucleus and recruits JMJ28 H3K9 demethylase,,,,,,de-phosphorylated FBH4 changes cellular localization from the cytosol to the nucleus and activates CO transcription,,
FCA,GENE,FCA,GENE,repression,autoregulation,HIGH,"FCA autoregulates itself by promoting proximal polyadenylation within intron 3 of its own pre-mRNA, reducing functional FCA transcript",,,,,,FCA negatively regulates its expression by ultimately promoting proximal poly(A) site usage within intron 3 of its own pre-mRNA.,,
FCA,GENE,FLC,GENE,repression,epigenetic,HIGH,FCA autonomous-pathway RBP represses FLC,,,,,,FLC is also negatively regulated by the autonomous pathway,,
FCA,GENE,FY,GENE,activation,protein_interaction,HIGH,FCA physically interacts with FY via WW domain enabling FCA-mediated RNA 3' processing,,,,,,"FCA interacts with a conserved 3' end processing factor, Pfs2p/FY, through its WW domain and this interaction is genetically required for FCA autoregulation.",,
FCA,GENE,SVP,GENE,repression,transcriptional,HIGH,FCA represses SVP; SVP expression is elevated in fca mutants,,,,,,SVP functions downstream from FCA and FVE within the thermosensory pathway and mediates temperature signaling,,
FD,GENE,AP1,GENE,activation,transcriptional_activation,HIGH,FD (with FT) activates AP1 at the shoot apex; FD is a bZIP transcription factor,,,,,,"FT associates with FD via 14-3-3 growth response factors to activate flowering genes (SOC1, FUL, AP1)",,
FD,GENE,Flowering_Time,PHENOTYPE,activation,transcriptional,HIGH,FD in the SAM partners with FT to activate floral identity genes,,,,,,"FT is transcribed in leaf vasculature and FT protein moves from leaves to the SAM; subsequently, local FT transcription occurs within primordia",,
FD,GENE,SEP3,GENE,activation,transcriptional,HIGH,FD binds SEP gene promoters and activates their expression in floral meristems,,,,,,FD binds to SEP genes suggests that diminished SEP gene expression is a primary defect in the mutants,,
FD,GENE,SOC1,GENE,activation,transcriptional_activation,HIGH,FD-FT complex activates SOC1 at the shoot apical meristem,,,,,,"FT-FD: AP1, SOC1, FUL (transcriptional activation complex)",,
FD,GENE,WUS,GENE,repression,transcriptional,MEDIUM,FAC components (FD/FT) reduce WUS expression to control floral meristem size,,,,,,"In stage 6 ft-10 tsf-1 or fd-3 fdp-CRP2 flowers, WUS expression was detected more strongly than in Col-0",,
FDP,GENE,SEP3,GENE,activation,transcriptional,MEDIUM,FDP acts redundantly with FD in floral meristems to activate SEP gene expression,,,,,,"FD mRNA was present at the base of stage 1 and stage 2 floral primordia, and appeared in the floral meristem at stage 3... FDP mRNA was detected at stage 3",,
FES1,GENE,FLC,GENE,activation,transcriptional,HIGH,FES1 CCCH zinc finger stabilizes FRI-C,,,,,,FES1 and FRL1 stabilize the complex,,
FIE,GENE,FLC,GENE,repression,epigenetic,HIGH,FIE is PRC2 WD40 component required for FLC silencing,,,,,,siFIE plants...showed FLC mRNA expression was not repressed to the same extent as WT,,
FKF1,GENE,CDF1,GENE,inhibition,post_translational,HIGH,"FKF1 forms SCF(FKF1) E3 ligase complex with ASK1, ASK2, CUL1 and targets CDF1 for ubiquitin-mediated degradation in late afternoon",,,,,,"FKF1 regulates CO by degrading its repressor, CDF1",,
FKF1,GENE,CDF2,GENE,inhibition,post_translational,HIGH,FKF1-GI complex targets CDF2 for proteasomal degradation,,,,,,"A protein complex formed by GI and an F-box protein encoded by FLAVIN BINDING KELCH REPEAT F-BOX PROTEIN 1 (FKF1) is required to degrade the CDF proteins, thus releasing repression of CO and FT transcription",,
FKF1,GENE,CO,GENE,activation,post_translational,HIGH,"FKF1 binds CO through LOV domain in blue-light-enhanced manner; prevents COP1 homodimer formation, stabilizing CO in LD afternoon",,,,,,FKF1 binds to CO through the LOV domain in a blue light-enhanced manner and stabilizes CO specifically in the LD afternoon,,
FKF1,GENE,FT,GENE,activation,integrated,HIGH,FKF1 phase advance in warm night conditions advances FT induction,,,,,,WN caused a 4h advance in FKF1 expression so that the transcript reached a peak at ZT8 that was 2.5-fold higher than control,,
FLC,GENE,FT,GENE,repression,transcriptional,HIGH,FLC-SVP heterodimer binds first intron of FT and represses transcription,,,,,,"SVP-FLC, SVP-FLM, FLC-FLM heterodimers bind to the first intron of FT",,
FLC,GENE,Flowering_Time,PHENOTYPE,repression,transcriptional,HIGH,FLC represses floral integrators FT and SOC1,,,,,,FLC acts as a repressor of flowering,,
FLC,GENE,SOC1,GENE,repression,transcriptional,HIGH,FLC binds SOC1 promoter and represses it; cdf1235 mutation relieves this to increase SOC1,,,,,,"FT, SUPPRESSOR OF OVEREXPRESSION OF CONSTANS 1 (SOC1) and FRUITFULL (FUL)",,
FLD,GENE,FCA,GENE,activation,genetic_interaction,HIGH,FLD is required downstream of FCA for chromatin silencing at FLC; fld suppresses fca,,,,,,the fld mutation genetically suppresses the function of both FCA and FPA.,,
FLD,GENE,FLC,GENE,repression,epigenetic,HIGH,FLD autonomous-pathway H3K4 demethylase represses FLC,,,,,,Mutations in autonomous pathway genes result in high level of FLC expression,,
FLK,GENE,FLC,GENE,repression,post_transcriptional,HIGH,FLK KH-domain RBP represses FLC,,,,,,FLC is also negatively regulated by the autonomous pathway,,
FLM,GENE,FT,GENE,repression,transcriptional,HIGH,The FLM-beta isoform predominant at low temperature represses FT; FLM-delta predominant at high temperature does not repress,,,,,,"FLM-beta is the predominant splice isoform at a low ambient temperature (16 degC), while FLM-delta is abundant at a high ambient temperature (27 degC)",,
FLM,GENE,SVP,GENE,activation,protein_complex,HIGH,FLM-beta partners with SVP to form active repressor complex binding FT,,,,,,The SVP protein being degraded at higher temperatures contributing to the derepression of FT,,
FLP1,GENE,Flowering_Time,PHENOTYPE,activation,signaling,HIGH,FLP1 expressed in florigen-producing cells accelerates flowering independently of FT,,,,,,pSUC2:FLP1 lines displayed strong early flowering phenotypes under all growth conditions,,
FLX,GENE,FLC,GENE,activation,transcriptional,HIGH,FLX provides intrinsic transcription activation activity,,,,,,"FRI acts as a scaffold protein interacting with FRL1, FES1, SUF4, and FLX to form a transcription activator complex",,
