network,edge_id,source,source_type,target,target_type,sign,effect,mechanism,n_evidence,doi_list
Shoot Branching,N032,Low_R_FR,ENVIRONMENT,BRC1,GENE,1,activation,Shade induces NCED3 expression in buds,1,10.1073/pnas.1613199114
Shoot Branching,N033,SPL9,GENE,BRC1,GENE,1,activation,SPL TFs directly repress LAS expression to suppress AM initiation in the adult phase.,7,doi; title; authors; year; journal; evidence_sentence; claim
Shoot Branching,N034,Auxin,HORMONE,BRC1,GENE,1,activation,BES1 promotes branching by repressing BRC1 cooperatively with SMXLs,1,10.1016/j.xplc.2019.100014
Shoot Branching,N035,Cytokinin,HORMONE,BRC1,GENE,-1,inhibition,CK increases PIN3-GFP accumulation at basal plasma membrane by ~30%,1,10.1104/pp.17.01691
Shoot Branching,N036,BES1,GENE,BRC1,GENE,-1,inhibition,BRC1 directly binds PIN3 promoter to repress transcription,2,10.1093/plphys/kiab071; 10.1073/pnas.1907968116
Shoot Branching,N037,FT,GENE,BRC1,GENE,-1,inhibition,FT promotes rosette branching,1,10.1093/plphys/kiab586
Shoot Branching,N038,Sucrose,METABOLITE,BRC1,GENE,-1,inhibition,SPS negatively regulates CK; sps loss causes massive overproliferation,1,10.1101/gad.887301
Shoot Branching,N039,TIE1,GENE,BRC1,GENE,-1,inhibition,"Sucrose upregulates auxin efflux carrier PIN1 expression early in buds (via RhPIN1 in Rosa), enabling auxin canalization and bud growth",1,10.1093/jxb/erv047
Shoot Branching,N040,Decapitation,ENVIRONMENT,BRC1,GENE,-1,inhibition,BRC1-dependent ABA-related gene; AFP3 (ABI Five-binding Protein 3) upregulated in dormant brc1-dependent buds,1,10.4161/psb.27994
Shoot Branching,N041,Nitrogen,ENVIRONMENT,IPT,GENE,1,activation,"Under N-deficient conditions (1/5 N), MAX3 transcript abundance is significantly upregulated - i.e., low N derepresses MAX3 (high N represses)",1,10.1080/15592324.2015.1126031
Shoot Branching,N042,Decapitation,ENVIRONMENT,IPT,GENE,1,activation,BRC1-dependent ABA-related gene; AFP1 (ABI Five-binding Protein 1) upregulated in dormant buds vs active buds in BRC1-dependent manner,1,10.4161/psb.27994
Shoot Branching,N043,Auxin,HORMONE,IPT,GENE,-1,inhibition,"BR-activated BES1 interacts with MAX2 and promotes BES1's own ubiquitination, dampening SL signalling output.",7,doi; title; authors; year; journal; evidence_sentence; claim
Shoot Branching,N044,IPT,GENE,Cytokinin,HORMONE,1,activation,HXK1 signaling promotes CK synthesis to promote branching,1,10.1111/nph.17427
Shoot Branching,N045,Cytokinin,HORMONE,ARR1,GENE,1,activation,Cytokinin two-component signalling activates B-type ARR1 transcription factor,7,doi; title; authors; year; journal; evidence_sentence; claim
Shoot Branching,N046,ARR1,GENE,TIE1,GENE,1,activation,B-type ARR1 directly binds TIE1 promoter to activate transcription (Yang 2022 Sci Adv),1,10.1126/sciadv.abn5057
Shoot Branching,N047,Auxin,HORMONE,PIN1,GENE,1,activation,BES1 directly binds BRC1 promoter and cooperates with SMXLs to repress BRC1,2,10.1016/j.xplc.2019.100014; 10.1093/jxb/eraf027
Shoot Branching,N048,Cytokinin,HORMONE,PIN1,GENE,1,activation,"Cytokinin signalling acts upstream of STM, completing a positive feedback loop.",7,doi; title; authors; year; journal; evidence_sentence; claim
Shoot Branching,N049,Cytokinin,HORMONE,PIN3,GENE,1,activation,CK increases PIN7-GFP accumulation at basal membrane,1,10.1104/pp.17.01691
Shoot Branching,N050,Nitrogen,ENVIRONMENT,PIN3,GENE,1,activation,MAX4 (CCD8) transcript abundance is significantly upregulated under N-deficient (1/5 N) conditions vs 1 N,1,10.1080/15592324.2015.1126031
Shoot Branching,N051,BRC1,GENE,PIN3,GENE,-1,inhibition,BRC1 directly binds PIN3 promoter to repress transcription,2,10.1093/plphys/kiab071; 10.1073/pnas.1907968116
Shoot Branching,N052,Auxin,HORMONE,CAMEL,GENE,1,activation,Auxin upregulates CAMEL kinase expression/activity for PIN1 polarization feedback,1,10.1126/science.aba3178
Shoot Branching,N053,CAMEL,GENE,PIN1,GENE,1,activation,CAMEL phosphorylates PIN1 to promote polar plasma membrane localization (Hajny 2020 Science),1,10.1126/science.aba3178
Shoot Branching,N054,Sucrose,METABOLITE,T6P,METABOLITE,1,activation,SUPERSHOOT/SPS modulates CK levels; sps mutant has elevated CK,1,10.1101/gad.887301
Shoot Branching,N055,T6P,METABOLITE,FT,GENE,1,activation,SL signaling inhibits T6P signaling independently of BRC1,1,10.1111/nph.20072
Shoot Branching,N056,Photoperiod,ENVIRONMENT,FT,GENE,1,activation,"High P status represses SL-biosynthetic genes (MAX3/CCD7, MAX4/CCD8, MAX1) - low P induces SL production for both branching control and AM symbiosis",1,10.3389/fpls.2022.889045
Shoot Branching,N057,BRC1,GENE,HB21,GENE,1,activation,BRC1 directly activates HB21/HB40/HB53 (HB21 represents family),8,10.1073/pnas.1613199114; doi; title; authors; year; journal; evidence_sentence; claim
Shoot Branching,N058,Low_R_FR,ENVIRONMENT,HB21,GENE,1,activation,Shade suppresses bud outgrowth via BRC1 upregulation,1,10.1105/tpc.112.108480
Shoot Branching,N059,Sucrose,METABOLITE,HB21,GENE,-1,inhibition,STM transcription factor directly activates IPT expression to drive cytokinin biosynthesis in meristem cells.,7,doi; title; authors; year; journal; evidence_sentence; claim
Shoot Branching,N060,HB21,GENE,NCED3,GENE,1,activation,HD-Zip I activates NCED3 (HB21 represents HB21/40/53),1,10.1038/s41467-020-15893-7
Shoot Branching,N061,Low_R_FR,ENVIRONMENT,NCED3,GENE,1,activation,MAX2 ubiquitinates both phosphorylated and dephosphorylated BES1 for degradation,2,10.1016/j.xplc.2019.100014; 10.1016/j.devcel.2013.11.010
Shoot Branching,N062,NCED3,GENE,ABA,HORMONE,1,activation,MAX2 (F-box) acts in the strigolactone signaling cascade that depletes PIN1 from PM. max2 phenocopies max1/max3/max4 elevated PAT.,1,10.1016/j.cub.2006.01.058
Shoot Branching,N063,ABA2,GENE,ABA,HORMONE,1,activation,ABA reduces IAA accumulation in the bud during dormancy.,7,doi; title; authors; year; journal; evidence_sentence; claim
Shoot Branching,N064,Cytokinin,HORMONE,Shoot_Branching,PHENOTYPE,1,activation,CK promotes bud outgrowth independently and via BRC1 repression,8,10.1104/pp.109.135475; doi; title; authors; year; journal; evidence_sentence; claim
Shoot Branching,N065,PIN1,GENE,Shoot_Branching,PHENOTYPE,1,activation,Low phosphate upregulates SL biosynthetic gene expression,1,10.1093/plphys/kiab071
Shoot Branching,N066,PIN3,GENE,Shoot_Branching,PHENOTYPE,1,activation,Phosphate sufficiency suppresses SL biosynthesis; deficiency strongly induces it.,7,doi; title; authors; year; journal; evidence_sentence; claim
Shoot Branching,N067,T6P,METABOLITE,Shoot_Branching,PHENOTYPE,1,activation,SL signaling represses MAX1/MAX3/MAX4 transcription via SMXL678 stabilization of repression - negative feedback (loss of SMXL678 derepresses MAX genes),1,10.1093/pcp/pcaa066
Shoot Branching,N068,BRC1,GENE,Shoot_Branching,PHENOTYPE,-1,inhibition,canar mutants show defects in vasculature regeneration after wounding (downstream of PIN1 polarization).,1,10.1126/science.aba3178
Shoot Branching,N069,ABA,HORMONE,Shoot_Branching,PHENOTYPE,-1,inhibition,ABA feeds back to amplify HB53 expression,1,10.1073/pnas.1613199114
Shoot Branching,N070,Decapitation,ENVIRONMENT,Sucrose,METABOLITE,1,activation,Removing shoot tip rapidly enhances sugar availability to axillary buds,9,10.1104/pp.18.00519; 10.3389/fpls.2022.889045; doi; title; authors; year; journal; evidence_sentence; claim
Shoot Branching,N071,Sucrose,METABOLITE,MAX2,GENE,-1,inhibition,"Sucrose represses transcript abundance of D3 (the rice ortholog of Arabidopsis MAX2), inhibiting SCF complex availability for SL signaling",2,10.1111/nph.17834; 10.1093/jxb/erv047
Shoot Branching,N072,Sucrose,METABOLITE,Cytokinin,HORMONE,1,activation,Sucrose promotes CK accumulation (zeatin),9,10.1093/plphys/kiab003; 10.1093/plphys/kiad034; doi; title; authors; year; journal; evidence_sentence; claim
Shoot Branching,N073,Sucrose,METABOLITE,PIN1,GENE,1,activation,"Sucrose upregulates auxin efflux carrier PIN1 expression early in buds (via RhPIN1 in Rosa), enabling auxin canalization and bud growth",1,10.1093/jxb/erv047
Shoot Branching,N074,Sucrose,METABOLITE,Shoot_Branching,PHENOTYPE,1,activation,Sugar acts as initial trigger for bud outgrowth,9,10.1104/pp.18.00519; 10.1111/nph.17834; doi; title; authors; year; journal; evidence_sentence; claim
Shoot Branching,N075,ARR1,GENE,Shoot_Branching,PHENOTYPE,-1,inhibition,Type-B ARR1 is a net negative regulator of branching; arr1 mutant has increased branching (E014). Added in REFINEMENT iter 1 because T031 ARR1 KO predicted wrong direction - cascade ARR1->TIE1-|BRC1-|branching is net-positive but biology shows ARR1 is net-inhibitory.,1,10.1104/pp.17.01691
