source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
SbLHY,GENE,SbTOC1,GENE,repression,transcriptional,MEDIUM,LHY and CCA1 act redundantly to repress TOC1 in the morning.,,,,,,"LHY, CCA1, TOC1 (circadian oscillator).",,
SbCCA1,GENE,SbGI,GENE,repression,transcriptional,MEDIUM,Morning-phased CCA1/LHY represses GI to restrict GI expression to the afternoon/evening peak.,,,,,,GI (circadian regulator linking to CO→FT flowering pathway).,,
SbGhd7,GENE,SbELF3,GENE,repression,transcriptional,HIGH,SbGhd7 binds the SbELF3 promoter at the TGAATG motif and directly represses its transcription (Tadesse 2024 ChIP-seq + DAP-seq).,,,,,,repressing transcription of...EARLY FLOWERING 3 (SbELF3).,,
SbGhd7,GENE,SbFKF1,GENE,repression,transcriptional,HIGH,"SbGhd7 directly represses SbFKF1 (ChIP-seq target, TGAATG binding motif).",,,,,,"repressing transcription of...FLAVIN-BINDING, KELCH REPEAT, F-BOX1 (SbFKF1).",,
SbGI,GENE,SbPRR37,GENE,activation,transcriptional,HIGH,GI is required for normal diurnal SbPRR37 expression; sbgi-ems1 loses 2-5 fold PRR37 abundance across key time points.,,,,,,SbPRR37 transcript...levels in sbgi-ems1 plants were diminished by 2- to 5-fold at these time points.,,
SbGI,GENE,SbCO,GENE,activation,transcriptional,HIGH,"GI-FKF1 complex stabilizes CO and promotes CO transcription at 12 h after dawn, coincident with SbGI peak expression.",,,,,,The major effect of sbgi-ems1 was diminishment of SbCO transcript levels at 12 hr after dawn in either photoperiod.,,
SbGI,GENE,SbEhd1,GENE,activation,transcriptional,HIGH,"GI activates Ehd1 expression, mainly under SD at ZT12 (SD peak strongly attenuated in sbgi).",,,,,,The peak of SbEHD1 occurring at 12 hr under SD was significantly reduced in sbgi-ems1.,,
SbGI,GENE,SbFT1,GENE,activation,transcriptional,HIGH,GI promotes SbFT expression indirectly via SbCO and SbEhd1; sbgi reduces florigen transcripts at dawn under both LD and SD.,,,,,,transcript levels in sbgi-ems1 plants were reduced at dawn under both LD and SD conditions.,,
SbGI,GENE,SbFT8,GENE,activation,transcriptional,HIGH,GI promotes SbCN8/SbFT8 expression indirectly via SbCO and SbEhd1 activation.,,,,,,sbgi-ems1 plants had low expression of SbCN8 and SbCN12 under LD and SD photoperiods.,,
SbGI,GENE,SbFT10,GENE,activation,transcriptional,HIGH,GI promotes SbCN12/SbFT10 expression through the CO-Ehd1 module.,,,,,,sbgi-ems1 plants had low expression of SbCN8 and SbCN12 under LD and SD photoperiods.,,
SbFKF1,GENE,SbCO,GENE,activation,post-translational,HIGH,Blue-light-activated FKF1 forms a complex with GI that stabilizes CO protein and promotes CO transcription at late afternoon.,,,,,,"In long days, GI activates CONSTANS (CO) expression in conjunction with FKF1.",,
SbPRR37,GENE,SbCO,GENE,activation,transcriptional,MEDIUM,"In LD, SbPRR37 upregulates SbCO expression at dawn (opposite to Arabidopsis). Differential SbCO expression between LD and SD requires PRR37. NOTE: this activation edge is paired with the PRR37-CO co-repressor action on SbCN8/12 (E025 below) — the net effect of PRR37 in LD is floral repression via the CO-Ehd1-FT axis.",,,,,,"SbPRR37 activates expression of the floral inhibitor CONSTANS and represses expression of the floral activators Early Heading Date 1, FLOWERING LOCUS T, Zea mays CENTRORADIALIS 8, and floral induction.",,
SbPRR37,GENE,SbEhd1,GENE,repression,transcriptional,HIGH,"SbPRR37 represses SbEhd1 expression in LD, preventing the induction of florigens.",,,,,,"SbPRR37 and SbGHD7 repress expression of the grass specific floral activator, SbEHD1.",,
SbPRR37,GENE,SbFT1,GENE,repression,transcriptional,HIGH,SbPRR37 suppresses SbFT1/SbCN15 florigen expression in LD via repression of SbEhd1 and/or direct repression in co-repressor complex with SbCO.,,,,,,cooperatively repressed by the classical sorghum maturity loci.,,
SbPRR37,GENE,SbFT8,GENE,repression,transcriptional,HIGH,SbPRR37 represses SbCN8 (SbFT8) florigen expression in LD. Casto/Murphy 2019 show PRR37 and CO act as co-repressors on SbCN8/SbCN12 in LD.,,,,,,SbPRR37 and SbGHD7 repress expression of...SbCN8.,,
SbPRR37,GENE,SbFT10,GENE,repression,transcriptional,HIGH,SbPRR37 represses SbCN12 (SbFT10) florigen in LD.,,,,,,SbPRR37 and SbGHD7 repress...SbCN12.,,
SbGhd7,GENE,SbEhd1,GENE,repression,transcriptional,HIGH,SbGhd7 directly binds the SbEhd1 promoter (TGAATG motif) and represses its transcription. Direct ChIP-seq/DAP-seq target.,,,,,,repressing transcription of...floral activators EARLY HEADING DATE (SbEhd1).,,
SbGhd7,GENE,SbFT1,GENE,repression,transcriptional,HIGH,SbGhd7 represses SbFT1 (SbCN15) florigen in LD via repression of SbEhd1 and direct binding.,,,,,,cooperatively repressed by the classical sorghum maturity loci.,,
SbGhd7,GENE,SbFT8,GENE,repression,transcriptional,HIGH,"SbGhd7 represses SbCN8 (SbFT8) florigen in LD, both directly and via SbEhd1 repression.",,,,,,"SbGhd7...inhibiting expression of the floral activators SbEHD1, SbCN12 and SbCN8.",,
SbGhd7,GENE,SbFT10,GENE,repression,transcriptional,HIGH,SbGhd7 directly binds the SbFT10 promoter and represses its transcription. Tadesse 2024 shows SbFT10 as the major directly-bound florigen target.,,,,,,repressing transcription of the major florigen FLOWERING LOCUS T 10 (SbFT10).,,
SbCO,GENE,SbEhd1,GENE,activation,transcriptional,HIGH,SbCO activates SbEhd1 expression ~25-fold in SbCO-2 backgrounds vs sbco-null.,,,,,,CO activates expression of SbEHD1...~25-fold increase in RIL105 vs RIL112.,,
SbCO,GENE,SbFT8,GENE,activation,transcriptional,HIGH,"SbCO activates SbCN8 (SbFT8) florigen expression ~10-fold (canonical CO → FT activation, day-length regulated at protein level).",,,,,,expression of SbCN8 was ~10-fold higher in RIL105 (SbCO-2).,,
SbCO,GENE,SbFT10,GENE,activation,transcriptional,HIGH,SbCO strongly activates SbCN12 (SbFT10) florigen ~100-fold.,,,,,,SbCN12 mRNA levels were ~100-fold higher in RIL105 (SbCO-2).,,
SbCO,GENE,SbFT1,GENE,activation,transcriptional,MEDIUM,SbCO mildly activates SbCN15 (SbFT1) florigen (effect small compared to other florigens).,,,,,,mRNA level of SbCN15 (Hd3a) was similar in the two genotypes (minimal effect).,,
SbEhd1,GENE,SbFT1,GENE,activation,transcriptional,HIGH,SbEhd1 activates SbFT1 directly; SbEhd1 OE promotes SbFT1 promoter activity.,,,,,,"SbEhd1OE activated the promoters of three functional florigens (SbFT1, SbFT8 and SbFT10), dramatically accelerating flowering.",,
SbEhd1,GENE,SbFT8,GENE,activation,transcriptional,HIGH,SbEhd1 directly activates SbFT8 (SbCN8) florigen promoter.,,,,,,"SbEhd1OE activated the promoters of three functional florigens (SbFT1, SbFT8 and SbFT10).",,
SbEhd1,GENE,SbFT10,GENE,activation,transcriptional,HIGH,SbEhd1 directly activates SbFT10 (SbCN12) florigen promoter.,,,,,,"SbEhd1OE activated the promoters of three functional florigens (SbFT1, SbFT8 and SbFT10).",,
Ma2_SMYD,GENE,SbPRR37,GENE,activation,transcriptional,HIGH,"Ma2 locus (Sobic.002G302700, SMYD lysine methyltransferase) increases SbPRR37 expression amplitude in LD. Loss of Ma2 (ma2 = L141*) reduces PRR37 peak amplitude, advancing flowering.",,,,,,Ma2 delayed flowering in long days by selectively enhancing the expression of SbPRR37 (Ma1) and SbCO.,,
Ma2_SMYD,GENE,SbCO,GENE,activation,transcriptional,HIGH,Ma2 activates SbCO expression in LD; loss of Ma2 reduces both SbCO expression peaks.,,,,,,enhanced expression of both SbPRR37 (Ma1) and SbCO by Ma2 in Ma1Ma2 genotypes.,,
SbID1,GENE,SbCO,GENE,activation,transcriptional,HIGH,SbID1 establishes the capacity for SbCO expression; sbid1-2 mutants lose wildtype SbCO waveform across all time points.,,,,,,floral activator SbCO transcript accumulation in sbid1-2 was low at all time points and lacked the wild-type waveform.,,
SbID1,GENE,SbFT8,GENE,activation,transcriptional,HIGH,SbID1 required for SbCN8/SbFT8 florigen expression peaks.,,,,,,Expression of florigen-encoding genes SbCN8 and SbCN12 was also lower in sbid1-2 than in the wild type.,,
SbID1,GENE,SbFT10,GENE,activation,transcriptional,HIGH,SbID1 required for SbCN12/SbFT10 florigen expression.,,,,,,Expression of florigen-encoding genes SbCN8 and SbCN12 was also lower in sbid1-2 than in the wild type.,,
SbID1,GENE,SbPRR37,GENE,activation,transcriptional,HIGH,SbID1 required for proper SbPRR37 diurnal expression; sbid1-2 abolishes PRR37 peaks.,,,,,,SbPRR37 and SbGhd7 transcripts were low at all time points in sbid1-2.,,
SbID1,GENE,SbGhd7,GENE,activation,transcriptional,HIGH,SbID1 required for proper SbGhd7 diurnal expression; primary Ghd7 peak at ZT16 is absent in sbid1-2.,,,,,,primary SbGhd7 peak at ZT16 in the wild type...did not occur in sbid1-2.,,
sbi-MIR156h,REGULATORY_RNA,SbSBP19,GENE,repression,post-transcriptional,HIGH,sbi-miR156h cleaves SbSBP19 transcripts via complementary site in 3' UTR.,,,,,,sbi-MIR156h was determined to target 14 genes...SBP transcription factors.,,
sbi-MIR156h,REGULATORY_RNA,SbSBP4,GENE,repression,post-transcriptional,HIGH,sbi-miR156h targets SbSBP4 for cleavage.,,,,,,"SbSBP19, SbSBP4, SbSBP7...targeted by miR156h.",,
SbSBP19,GENE,sbi-MIR172a,REGULATORY_RNA,activation,transcriptional,HIGH,SPL/SBP TFs (e.g. SbSBP19) directly bind MIR172a promoter and activate its transcription (age-pathway module).,,,,,,"In maize, ZmSPL13 and ZmSPL29 directly bind to the promoter of and activate the expression of mir172.",,
sbi-MIR172a,REGULATORY_RNA,SbAP2,GENE,repression,post-transcriptional,HIGH,"sbi-miR172a cleaves SbAP2 / Sobic.001G036800 (rap2.7-ortholog) transcripts, relieving AP2-mediated repression of flowering.",,,,,,sbiMIR172a targets the orthologs of the maize genes ids1 and sid1...rap2.7...glossy15.,,
SbAP2,GENE,SbFT8,GENE,repression,transcriptional,MEDIUM,Maize rap2.7 ortholog represses ZmFT (ZCN8); sorghum AP2/Sobic.001G036800 likely represses SbFT8/SbFT10 in similar fashion.,,,,,,ortholog of the maize gene rap2.7 which acts as a negative regulator of flowering time.,,
SbFT1,GENE,SbFD1,GENE,activation,post-translational,HIGH,SbFT1 protein physically interacts with SbFD1 to form the florigen activation complex (FAC) in the shoot apical meristem.,,,,,,SbFT1 directly interacts with SbFD1 in Y2H/BiFC assays.,,
SbFT1,GENE,Sb14-3-3,GENE,activation,post-translational,HIGH,SbFT1 binds sorghum 14-3-3 scaffold protein; all three florigens bind 14-3-3.,,,,,,interact with sorghum 14-3-3 proteins.,,
SbFT8,GENE,Sb14-3-3,GENE,activation,post-translational,HIGH,SbFT8 binds Sb14-3-3 scaffold protein (florigen activation complex).,,,,,,SbFT8 and SbFT10 directly interact with Sb14-3-3 but not with SbFD1.,,
SbFT10,GENE,Sb14-3-3,GENE,activation,post-translational,HIGH,SbFT10 binds Sb14-3-3 scaffold protein (florigen activation complex).,,,,,,SbFT8 and SbFT10 directly interact with Sb14-3-3 but not with SbFD1.,,
SbFT1,GENE,SbSOC1,GENE,activation,transcriptional,MEDIUM,Florigen activation complex (SbFT1-FD-14-3-3) activates SbSOC1 (SbMADS31) expression in the shoot apical meristem.,,,,,,"In Arabidopsis, FT together with SUPPRESSOR OF OVEREXPRESSION OF CONSTANS (SOC1), promotes expression of meristem identity gene LFY and AP1, leading to floral transition.",,
SbFT8,GENE,SbSOC1,GENE,activation,transcriptional,MEDIUM,Florigen SbFT8 activates SbSOC1 (SbMADS31) in the meristem.,,,,,,"Three FLOWERING LOCUS T-like genes (SbFT1, SbFT8 and SbFT10)...serve as the ultimate mediators of photoperiod response and floral transition.",,
SbFT10,GENE,SbSOC1,GENE,activation,transcriptional,MEDIUM,"Florigen SbFT10 activates SbSOC1 in the meristem (major florigen, directly repressed by Ghd7).",,,,,,FLOWERING LOCUS T 10 (SbFT10)...major florigen.,,
SbSOC1,GENE,SbLFY,GENE,activation,transcriptional,MEDIUM,Conserved SOC1 → LFY activation in the floral transition.,,,,,,"FT together with SUPPRESSOR OF OVEREXPRESSION OF CONSTANS (SOC1), promotes expression of meristem identity gene LFY and AP1.",,
SbSOC1,GENE,SbAP1,GENE,activation,transcriptional,MEDIUM,SOC1 activates AP1 in the floral transition; SbMADS7 is the sorghum AP1/FUL clade MADS.,,,,,,SbMADS7 (Sobic.002G010100)...clusters with the AP1/FUL clade...act as regulators of floral initiation.,,
SbLFY,GENE,SbAP1,GENE,activation,transcriptional,MEDIUM,LFY directly activates AP1 transcription; mutual reinforcement in floral meristem identity.,,,,,,promotes expression of meristem identity gene LFY and AP1.,,
SbFT1,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,HIGH,"SbFT1 florigen promotes the vegetative-to-reproductive transition in the shoot apical meristem, reducing days to flowering.",,,,,,"three genes...activate flowering in transgenic Arabidopsis plants, suggesting florigenic potential.",,
SbFT8,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,HIGH,SbFT8 florigen accelerates flowering transition.,,,,,,"SbEhd1OE activated the promoters of three functional florigens (SbFT1, SbFT8 and SbFT10), dramatically accelerating flowering.",,
SbFT10,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,HIGH,SbFT10 is the major florigen in sorghum (directly repressed by Ghd7); promotes flowering transition.,,,,,,repressing transcription of the major florigen FLOWERING LOCUS T 10 (SbFT10).,,
SbFT12,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,HIGH,"SbFT12 (Sb06g012260, FlrAvgD1, panicoid-specific PEBP) is a floral suppressor; loss-of-function confers photoperiod-insensitive early flowering. Reduction-of-function at CAAT-box deletion in 5'UTR drove temperate adaptation.",,,,,,wild-type Sb06g012260 is a floral suppressor.,,
SbFT2,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,MEDIUM,"SbFT2 (Sobic.003G017200, ZCN14-like) expression in mature leaf tissue associates with earlier flowering (TWAS in temperate-adapted panel).",,,,,,SbFT2 (Sobic.003G017200)...expression of genes in mature leaf tissue was significantly associated with observed flowering time.,,
SbAP2,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,HIGH,"SbAP2 (Sobic.001G036800, rap2.7-ortholog) represses flowering; loss (via miR172) relieves repression.",,,,,,ortholog of the maize gene rap2.7 which acts as a negative regulator of flowering time.,,
SbSOC1,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,MEDIUM,"SbSOC1 (SbMADS31) activates LFY/AP1 in the shoot apical meristem, triggering floral meristem identity.",,,,,,SbMADS31 (Sobic.004G003434) encodes a SOC1 MADS-box transcription factor subfamily protein.,,
SbAP1,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,MEDIUM,SbAP1 (SbMADS7) commits the meristem to floral identity and triggers flowering.,,,,,,SbMADS7 (Sobic.002G010100)...act as regulators of floral initiation.,,
SbLFY,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,MEDIUM,"SbLFY, conserved meristem identity integrator, triggers floral transition.",,,,,,"promotes expression of meristem identity gene LFY and AP1, leading to floral transition.",,
Gibberellin,HORMONE,Flowering_Time,PHENOTYPE,inhibition,hormonal,MEDIUM,"Under inductive SD, early-morning peak of GA20/GA1 coincides with floral induction, hastening flowering. GA promotes flowering in grasses via DELLA destabilisation and FT activation.",,,,,,"under inductive 10-h photoperiods, the peak of GA20 and GA1 levels was shifted to an early morning peak, and flowering was hastened.",,
SbPhyB,GENE,Gibberellin,HORMONE,activation,hormonal_gate,MEDIUM,"PhyB gates the timing of GA20 and GA1 peaks diurnally. In LD phyB-active plants, GA peak shifts to midday (non-inductive); in phyB-null plants, GA peaks shift to early morning (inductive for flowering).",,,,,,The conversion of GA19→GA20 appears to be a critical control point regulated by phytochrome B.,,
Photoperiod_LD,ENVIRONMENT,SbPRR37,GENE,activation,photoperiodic,HIGH,Long-day light evening phase coincides with SbPRR37 evening mRNA peak via PhyB; in SD the evening peak is eliminated because the phase occurs in darkness.,,,,,,peaks of SbPRR37 mRNA abundance in the morning and in the evening...evening peak of SbPRR37 expression in SD does not occur due to darkness.,,
Photoperiod_LD,ENVIRONMENT,SbGhd7,GENE,activation,photoperiodic,HIGH,LD induces evening peak of SbGhd7 via PhyB; SD eliminates this peak (darkness).,,,,,,evening peak of expression is attenuated in SD when this phase occurs in darkness.,,
Photoperiod_SD,ENVIRONMENT,SbFT1,GENE,activation,photoperiodic,HIGH,Short-day treatment induces SbFT1 (and other florigens) in photoperiod-sensitive genotypes by relieving PRR37/Ghd7 repression.,,,,,,induced by 1 wk SD treatment in photoperiod-sensitive genotypes.,,
Photoperiod_SD,ENVIRONMENT,SbFT8,GENE,activation,photoperiodic,HIGH,SD induces SbFT8 (via de-repression by PRR37/Ghd7 decrease in SD).,,,,,,induced by 1 wk SD treatment in photoperiod-sensitive genotypes.,,
Photoperiod_SD,ENVIRONMENT,SbFT10,GENE,activation,photoperiodic,HIGH,SD induces SbFT10 (major florigen) by relieving Ghd7/PRR37 repression.,,,,,,induced by 1 wk SD treatment in photoperiod-sensitive genotypes.,,
SbCO,GENE,SbFT8,GENE,repression,transcriptional,MEDIUM,"In LD when SbPRR37 is present, SbCO acts as a co-repressor of SbCN8 together with SbPRR37 (context-dependent sign flip from activator to repressor).",,,,,,SbPRR37 and SbCO are co-repressors of the expression of SbCN8 and SbCN12 in long days.,,
SbEhd1,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,HIGH,SbEhd1 is a major floral activator whose overexpression dramatically accelerates flowering by upregulating all three functional florigens.,,,,,,SbEhd1OE activated the promoters of three functional florigens...dramatically accelerating flowering.,,
SbPRR37,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,HIGH,SbPRR37 is the key LD floral repressor; dominant Ma1 causes late LD flowering; loss of function (sbprr37) confers photoperiod insensitivity and earlier flowering.,,,,,,"Ma1, the major repressor of sorghum flowering in long days, was identified as the pseudoresponse regulator protein 37 (PRR37).",,
SbGhd7,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,HIGH,SbGhd7 is a strong LD floral repressor; overexpression completely prevents flowering. Acts in parallel with SbPRR37 (additive).,,,,,,SbGhd7 overexpression (OE) completely prevented sorghum flowering.,,
SbPhyB,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,HIGH,PhyB (Ma3) activates LD floral repressors PRR37+Ghd7; phyB null (ma3^R) shows ~60 days earlier LD flowering.,,,,,,58M phyB-1 vs 100M PHYB...Long Days (14h) 62 vs 126 days.,,
SbPhyC,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,MEDIUM,PhyC (Ma5) acts as a dominant LD flowering repressor; ma5 conferred strong flowering inhibition requires dominant allele.,,,,,,Ma5 = SbPhyC...strong flowering inhibition (dominant form required).,,
Ma2_SMYD,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,HIGH,Ma2 (SMYD-family methyltransferase) delays flowering in LD by enhancing PRR37+CO expression; ma2 (L141*) flowers ~100 days earlier than Ma2.,,,,,,80M (ma2) flowers earlier than 100M (Ma2).,,
SbGI,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,HIGH,SbGI promotes flowering via CO-Ehd1-FT module; sbgi-ems1 shows ~30-day delay under LD and ~35-day delay under SD.,,,,,,sbgi-ems1 homozygous plants averaged 30 days more than sbgi-ems1 heterozygous and SbGI WT siblings.,,
SbID1,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,HIGH,SbID1 establishes the capacity for flowering by activating both SbCO+florigens and SbPRR37+SbGhd7. Strong sbid1-2 mutant delays flowering ~170 days.,,,,,,sbid1-2 (Q199*)...phenotype: ~170-day delay; near-complete flowering block.,,
SbCO,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,HIGH,"SbCO activates SbEhd1+florigens, promoting flowering. Acts as activator in null-PRR37/Ghd7 backgrounds; in dominant Ma1Ma6 backgrounds CO contributes to LD co-repression.",,,,,,CO...functions as an activator of flowering in long and short days in sorghum genotypes using RILs with null versions of Sbprr37-1 and Sbghd7-1.,,
Circadian_Clock,PROCESS,SbPRR37,GENE,activation,transcriptional,HIGH,Circadian clock gates morning and evening SbPRR37 expression peaks (via SbGI and evening complex); even under continuous light the bimodal pattern persists.,,,,,,circadian clock modulates SbPRR37 expression under...free-running conditions.,,
Circadian_Clock,PROCESS,SbGhd7,GENE,activation,transcriptional,HIGH,Circadian clock gates bimodal (morning + evening) SbGhd7 mRNA accumulation.,,,,,,SbPRR37 and SbGHD7 RNA abundance peaks in the morning and in the evening...through coordinate regulation by light and output from the circadian clock.,,
Circadian_Clock,PROCESS,SbCO,GENE,activation,transcriptional,HIGH,"SbCO expression is gated by the circadian clock; peaks regulated by SbPRR37, clock, and day length.",,,,,,"SbCO shows peaks of expression...regulated by SbPRR37, the circadian clock, and day length.",,
Light,ENVIRONMENT,SbPRR37,GENE,activation,photoperiodic,HIGH,SbPRR37 expression is light-dependent: no expression observed under continuous darkness (DD).,,,,,,"In DD, neither peak of SbPRR37 expression was observed.",,
SbHd1,GENE,SbGhd7,GENE,activation,transcriptional,LOW,"Rice Hd1 (sorghum SbHd1 = SbCO) forms heterotrimeric complex with NF-YB11 that directly binds Ghd7 promoter to activate Ghd7 transcription (rice evidence, conservation in sorghum implied).",,,,,,Hd1...functions as an Ehd1 repressor through interaction with...Ghd7.,,
SbCO,GENE,SbFT10,GENE,repression,transcriptional,MEDIUM,"In dominant PRR37+Ghd7 background (LD), SbCO co-represses SbCN12/SbFT10 with SbPRR37 — sign context-flip relative to null background where CO activates.",,,,,,SbPRR37 and SbCO are co-repressors of the expression of SbCN8 and SbCN12 in long days.,,
SbFT6,GENE,Flowering_Time,PHENOTYPE,inhibition,phenotypic,LOW,"SbFT6 (Sb02g029725, near FlrAvgB1 QTL) associates with photoperiod response; likely a florigen-family activator of flowering.",,,,,,"Sb02g029725 (SbFT6), a second FT family member mapping near the FlrAvgB1 QTL, showed highly significant photoperiod response association (P = 1.53×10⁻⁶).",,
SbPhyB,GENE,SbCO,GENE,repression,post-translational,MEDIUM,"PhyB/PhyC mediate SbCO protein destabilisation in LD daylight hours, reducing CO activity (opposite of Arabidopsis); in SD this is released.",,,,,,"Reduced PhyB/C-mediated degradation of SbCO in SD, relative to LD.",,
SbELF3,GENE,SbPRR37,GENE,repression,transcriptional,MEDIUM,"Evening Complex subunit ELF3 represses morning/evening PRR genes; inferred in sorghum from rice OsELF3-1 ortholog, which negatively regulates OsPRR1/37/73/95 (Zhao 2012).",,,,,,"OsELF3-1 negatively regulates OsPRR1, OsPRR37, OsPRR73 and OsPRR95 expression.",,
SbELF3,GENE,SbGhd7,GENE,repression,transcriptional,MEDIUM,"Evening Complex subunit ELF3 represses Ghd7; in rice, OsELF3 suppresses Ghd7 expression, accelerating flowering under LD. Mechanism conserved in sorghum Evening Complex.",,,,,,"OsELF3-1 suppresses a flowering repressor grain number, plant height and heading date 7 (Ghd7) to indirectly accelerate flowering under long-day (LD) conditions.",,
SbLUX,GENE,SbPRR37,GENE,repression,transcriptional,LOW,Evening Complex DNA-binding subunit LUX targets promoters of morning/evening PRR genes; rice OsLUX recruits OsELF3-1 and OsELF4s to repress Hd1 and Ghd7. Mechanism inferred for sorghum LUX ortholog.,,,,,,The evening complex target suppresses the expression of Hd1 and Ghd7 directly to modulate photoperiodic flowering in rice.,,
SbLUX,GENE,SbGhd7,GENE,repression,transcriptional,LOW,LUX binds the Ghd7 promoter as part of the Evening Complex; rice evidence (OsLUX recruits ELF3/ELF4 to repress Ghd7).,,,,,,Evening complex target suppresses the expression of Hd1 and Ghd7 directly.,,
SbELF4,GENE,SbELF3,GENE,activation,post-translational,MEDIUM,"ELF4 and LUX physically associate with ELF3 to form the Evening Complex; ELF3 serves as docking scaffold. Without ELF4/LUX, ELF3 loses repressive activity on clock output.",,,,,,"ELF3 served as a docking protein that brought together ELF4 and LUX; the biological activities of the three components peak in the evening, as does the formation of the evening complex.",,
Light,ENVIRONMENT,SbCCA1,GENE,activation,photoperiodic,MEDIUM,Dawn light entrains the morning oscillator: CCA1 expression peaks at dawn and is light-gated. Conservation across Arabidopsis and grasses (rice OsCCA1).,,,,,,"LHY, CCA1, TOC1 (circadian oscillator)...entrained by light-dark cycles.",,
