network,edge_id,source,source_type,target,target_type,sign,effect,mechanism,n_evidence,doi_list
Tillering,N013,D27,GENE,Strigolactone,HORMONE,1,activation,"D27 is iron-containing beta-carotene isomerase, first step of SL biosynthesis converting all-trans to 9-cis-beta-carotene",1,10.1105/tpc.109.065987
Tillering,N014,D10,GENE,Strigolactone,HORMONE,1,activation,D10 encodes CAROTENOID CLEAVAGE DIOXYGENASE 8 (CCD8) cleaving 9-cis-beta-apo-10'-carotenal to carlactone,1,10.1111/j.1365-313X.2007.03210.x
Tillering,N015,D17,GENE,Strigolactone,HORMONE,1,activation,D17/HTD1 encodes CCD7 catalyzing cleavage of 9-cis-beta-carotene to 9-cis-beta-apo-10'-carotenal,1,10.1270/jsbbs.22088
Tillering,N016,MAX1,GENE,Strigolactone,HORMONE,1,activation,"Rice MAX1 homologs (Os900, Os1400, Os1500, Os1900, Os5100) convert carlactone to 4-deoxyorobanchol",1,10.1073/pnas.1314805111
Tillering,N019,TB1,GENE,Tiller_Number,PHENOTYPE,-1,inhibition,OsTB1/FC1 is a TCP family transcription factor expressed in axillary buds that inhibits bud outgrowth; key branching integrator downstream of SL,2,10.1046/j.1365-313X.2003.01648.x; 10.1093/pcp/pcq083
Tillering,N020,MADS57,GENE,D14,GENE,-1,repression,OsMADS57 binds CArG motif in D14 promoter and directly suppresses D14 transcription,1,10.1038/ncomms2542
Tillering,N021,miR444,REGULATORY_RNA,MADS57,GENE,-1,repression,miR444a cleaves OsMADS57 mRNA,1,10.1038/ncomms2542
Tillering,N023,TAD1,GENE,MOC1,GENE,-1,inhibition,TAD1 is Cdh1-type APC/C co-activator; recruits MOC1 to APC/C E3 ligase for cell-cycle-dependent ubiquitination and proteasomal degradation,1,10.1038/ncomms1743
Tillering,N024,TE,GENE,MOC1,GENE,-1,inhibition,TE is CDC20-type APC/C co-activator; mediates ubiquitin-26S proteasome degradation of MOC1,1,10.1038/ncomms1716
Tillering,N025,SLR1,GENE,MOC1,GENE,1,activation,SLR1 DELLA protein physically binds MOC1 and protects it from APC/C-mediated degradation,1,10.1038/s41467-019-10667-2
Tillering,N028,SLR1,GENE,NGR5,GENE,1,activation,"SLR1 competes with NGR5 for GID1 binding, preventing NGR5 ubiquitination and degradation",1,10.1126/science.aaz2046
Tillering,N029,NGR5,GENE,TB1,GENE,-1,repression,NGR5 recruits PRC2 to OsTB1 promoter depositing H3K27me3 repressive mark,1,10.1126/science.aaz2046
Tillering,N030,NGR5,GENE,D14,GENE,-1,repression,NGR5-PRC2 complex represses D14 via H3K27me3,1,10.1126/science.aaz2046
Tillering,N031,Nitrogen,ENVIRONMENT,NGR5,GENE,1,activation,Nitrogen supply (nitrate sensing via NRT1.1B) promotes NGR5 accumulation and PRC2 recruitment,1,10.1126/science.aaz2046
Tillering,N032,TCP19,GENE,DLT,GENE,-1,repression,OsTCP19 TCP TF directly binds DLT promoter and represses its transcription; inhibits N-responsive tillering,1,10.1038/s41586-020-03091-w
Tillering,N033,DLT,GENE,Tiller_Number,PHENOTYPE,1,activation,DLT is GRAS-family BR signaling TF promoting tiller outgrowth,1,10.1111/j.1365-313X.2009.03825.x
Tillering,N034,LBD37,GENE,TCP19,GENE,-1,repression,"N-induced OsLBD37 represses OsTCP19 transcription, relieving DLT repression and enabling N-induced tillering",1,10.1038/s41586-020-03091-w
Tillering,N035,Nitrogen,ENVIRONMENT,LBD37,GENE,1,activation,High nitrogen induces OsLBD37 transcription,1,10.1038/s41586-020-03091-w
Tillering,N036,CKX2,GENE,Cytokinin,HORMONE,-1,inhibition,"OsCKX2/Gn1a irreversibly degrades cytokinin (N6-isopentenyladenine, trans-zeatin)",1,10.1126/science.1113373
Tillering,N037,CKX9,GENE,Cytokinin,HORMONE,-1,inhibition,OsCKX9 degrades cytokinin; nuclear/cytosolic dual-localized enzyme,1,10.1073/pnas.1810980116
Tillering,N038,Cytokinin,HORMONE,TB1,GENE,-1,repression,CK represses TB1 via protein-level destabilisation independent of the HK4->AHP->RR21->IPA1 phosphorelay. Kept as direct edge because the canonical signalling cascade carries the opposite (positive) sign through IPA1->TB1(+1) and so cannot account for CK's tillering-promoting (TB1-repressing) effect. Consequence: hk4+trans-zeatin rescue tests will show spurious direct-arm rescue (TRAP 5 framework limitation).,1,10.1093/pcp/pcq083
Tillering,N039,IPT,GENE,Cytokinin,HORMONE,1,activation,"OsIPT genes (especially OsIPT4, OsIPT7) catalyze rate-limiting step of cytokinin biosynthesis (adenylate isopentenyltransferase)",1,10.1104/pp.111.192765
Tillering,N041,LOG,GENE,Cytokinin,HORMONE,1,activation,OsLOG converts inactive cytokinin nucleotides to active free-base form,1,10.1104/pp.111.192765
Tillering,N042,Cytokinin,HORMONE,HK4,GENE,1,activation,CK binds OsHK4 histidine kinase CHASE domain activating phosphorelay,1,10.1093/plcell/koad257
Tillering,N043,HK4,GENE,AHP,GENE,1,activation,Activated OsHK4 phosphorylates OsAHP1/2 histidine phosphotransfer proteins,1,10.1104/pp.111.192765
Tillering,N044,AHP,GENE,RR21,GENE,1,activation,OsAHP phosphorelay activates type-B OsRR21 response regulator for target gene transcription,1,10.1093/plcell/koad257
Tillering,N045,RR21,GENE,IPA1,GENE,1,activation,Type-B OsRR21 directly binds CK response elements in IPA1 promoter activating transcription,1,10.1093/plcell/koad257
Tillering,N046,PIN1B,GENE,Tiller_Number,PHENOTYPE,-1,inhibition,"OsPIN1b auxin efflux transporter, knockout shows increased tillers",1,10.1534/genetics.116.191999
Tillering,N047,PIN9,GENE,Tiller_Number,PHENOTYPE,1,activation,OsPIN9 ammonium-induced auxin efflux transporter promotes tiller bud outgrowth,1,10.1111/nph.17699
Tillering,N048,Ammonium,ENVIRONMENT,PIN9,GENE,1,activation,Ammonium specifically induces OsPIN9 expression (not nitrate),1,10.1111/nph.17699
Tillering,N050,CCA1,GENE,TB1,GENE,1,activation,OsCCA1 circadian MYB-like TF binds CBS element in OsTB1 promoter,1,10.1105/tpc.20.00289
Tillering,N051,CCA1,GENE,D14,GENE,1,activation,OsCCA1 directly binds CBS in D14 promoter,1,10.1105/tpc.20.00289
Tillering,N052,CCA1,GENE,D10,GENE,1,activation,OsCCA1 binds CBS in D10 promoter,1,10.1105/tpc.20.00289
Tillering,N053,CCA1,GENE,IPA1,GENE,1,activation,OsCCA1 binds CBS/EE elements in IPA1 promoter,1,10.1105/tpc.20.00289
Tillering,N054,PRR1,GENE,CCA1,GENE,-1,repression,OsPRR1 pseudo-response regulator represses OsCCA1 in reciprocal feedback loop,1,10.1105/tpc.20.00289
Tillering,N055,CCA1,GENE,PRR1,GENE,-1,repression,OsCCA1 binds CBS in OsPRR1 promoter and represses expression (part of evening loop),1,10.1105/tpc.20.00289
Tillering,N056,Sucrose,METABOLITE,D53,PROTEIN_COMPLEX,1,activation,Sucrose signaling stabilizes D53 protein (antagonizes SL-induced degradation),1,10.1111/nph.17834
Tillering,N057,Sucrose,METABOLITE,CCA1,GENE,-1,repression,Photosynthetic sugars downregulate OsCCA1 in roots and buds (tissue-dependent),1,10.1105/tpc.20.00289
Tillering,N058,MOC2,GENE,Sucrose,METABOLITE,1,activation,"MOC2 encodes fructose-1,6-bisphosphatase1 for sucrose biosynthesis pathway",1,10.1186/s12284-014-0032-3
Tillering,N059,LAX1,GENE,Tiller_Number,PHENOTYPE,1,activation,LAX1 bHLH TF required for axillary meristem initiation; non-cell-autonomous movement essential,1,10.1105/tpc.108.065425
Tillering,N060,FON2,GENE,MOC3,GENE,-1,repression,FON2 CLV3-like peptide restricts TAB1 expression domain via CLAVATA-like receptor signaling,1,10.1111/nph.16163
Tillering,N061,MOC3,GENE,FON1,GENE,1,activation,MOC3 (TAB1/OsWUS) physically interacts with MOC1 to activate FON1,1,10.1093/jxb/erad422
Tillering,N062,FON1,GENE,Tiller_Number,PHENOTYPE,1,activation,FON1 (CLAVATA1 ortholog) specifically affects tiller bud elongation; fon1 forms buds but fails to elongate,1,10.1093/jxb/erad422
Tillering,N063,BZR1,GENE,TB1,GENE,1,activation,"OsBZR1 (BR-activated TF, stabilised by BZR1-D53 complex at OsTB1 promoter) net-activates OsTB1 transcription in axillary meristem. The tiller-repression phenotype upon BR treatment requires a positive BZR1->TB1 edge given the canonical TB1->Tiller_Number repression.",1,10.1016/j.molp.2019.12.005
Tillering,N064,Brassinosteroid,HORMONE,BZR1,GENE,1,activation,BR stabilizes OsBZR1 via inhibition of OsBIN2 kinase (dephosphorylated BZR1),1,10.1016/j.molp.2019.12.005
Tillering,N065,ABA,HORMONE,Tiller_Number,PHENOTYPE,-1,inhibition,ABA promotes bud dormancy,1,10.1093/jxb/erad422
Tillering,N066,DST,GENE,CKX2,GENE,1,activation,DST zinc finger protein binds DBS motif in OsCKX2 promoter and activates transcription; reg1 allele loses activation but retains binding,1,10.1073/pnas.1300359110
Tillering,N067,Phosphate,ENVIRONMENT,D27,GENE,-1,repression,"P-sufficient conditions repress SL biosynthesis genes D27, D10, D17; P-deficiency elevates them",1,10.1093/pcp/pcq084
Tillering,N068,Phosphate,ENVIRONMENT,D10,GENE,-1,repression,P deficiency elevates D10/CCD8 expression,1,10.1093/pcp/pcq084
Tillering,N069,Phosphate,ENVIRONMENT,D17,GENE,-1,repression,P deficiency elevates D17 expression,1,10.1093/pcp/pcq084
Tillering,N070,Decapitation,ENVIRONMENT,Auxin,HORMONE,-1,inhibition,"Decapitation removes apical auxin source, releasing axillary buds from apical dominance",1,10.1038/nature12954
Tillering,N071,Nitrogen,ENVIRONMENT,D10,GENE,-1,repression,"N sufficiency represses SL biosynthesis genes D10, D17, D27",1,10.1016/j.plantsci.2018.02.020
Tillering,N072,Nitrogen,ENVIRONMENT,D17,GENE,-1,repression,N sufficiency represses D17/HTD1 SL biosynthesis,1,10.1016/j.plantsci.2018.02.020
Tillering,N073,Nitrogen,ENVIRONMENT,D27,GENE,-1,repression,N sufficiency represses D27 SL biosynthesis,1,10.1016/j.plantsci.2018.02.020
Tillering,N074,Light,ENVIRONMENT,CCA1,GENE,1,activation,Light signal entrains OsCCA1 expression (canonical circadian clock input),1,10.1105/tpc.20.00289
Tillering,N075,Photoperiod,ENVIRONMENT,PRR1,GENE,1,activation,Photoperiod regulates OsPRR1 evening expression,1,10.1105/tpc.20.00289
Tillering,N076,TAR2,GENE,Auxin,HORMONE,1,activation,OsTAR2 is TAA/TAR aminotransferase; first step of IAA biosynthesis from tryptophan to IPA,1,10.3389/fpls.2024.1516884
Tillering,N077,YUCCA,GENE,Auxin,HORMONE,1,activation,OsYUCCA enzymes catalyze rate-limiting step of IAA biosynthesis (IPA to IAA),1,10.3389/fpls.2024.1516884
Tillering,N078,MOC1,GENE,LAX1,GENE,1,activation,MOC1 positively affects axillary meristem gene network including LAX1,1,10.1105/tpc.108.065425
Tillering,N079,Sucrose,METABOLITE,T6P,METABOLITE,1,activation,Sucrose synthesis generates trehalose-6-phosphate (T6P) signaling molecule,1,10.1111/nph.18000
Tillering,N080,T6P,METABOLITE,TB1,GENE,-1,repression,T6P signaling represses BRC1/OsTB1 expression,1,10.1111/nph.18000
Tillering,N081,NRT1_1B,GENE,NGR5,GENE,1,activation,NRT1.1B-dependent phosphorylation promotes NGR5 stability (nitrate-sensing-to-chromatin),1,10.1038/ng.3337
Tillering,N082,GA20OX2,GENE,Gibberellin,HORMONE,1,activation,OsGA20ox2 (SD1) catalyzes multiple oxidation steps in GA biosynthesis,1,10.1038/416701a
Tillering,N084,RR_TYPEA,GENE,Cytokinin,HORMONE,-1,inhibition,Type-A OsRRs provide negative feedback on CK signaling,1,10.1104/pp.111.192765
Tillering,N085,Brassinosteroid,HORMONE,DLT,GENE,1,activation,BR signaling activates DLT expression/function in tiller promotion,1,10.1111/j.1365-313X.2009.03825.x
Tillering,N086,NGR5,GENE,IPA1,GENE,-1,repression,NGR5 binds IPA1/OsSPL14 promoter and recruits PRC2 complex to deposit H3K27me3 mark; ChIP-qPCR direct binding confirmed; nitrogen dose-dependent,1,10.1126/science.aaz2046
Tillering,N087,Sucrose,METABOLITE,NGR5,GENE,1,activation,"Photosynthesis-derived sucrose activates NGR5 expression at the shoot base, providing carbon-nitrogen integration for tiller bud elongation",1,10.1111/nph.19921
Tillering,N088,DTN1,GENE,Sucrose,METABOLITE,1,activation,"DTN1 (Decreased Tiller Number 1) encodes fructose-1,6-bisphosphate aldolase and is required for photosynthesis and sucrose accumulation in shoot base / axillary buds",1,10.1111/nph.19921
Tillering,N089,VIL2,GENE,TB1,GENE,-1,repression,"OsVIL2 chromatin-interacting factor binds OsTB1 promoter and represses OsTB1 expression via chromatin modification, releasing axillary bud outgrowth",1,10.14348/molcells.2019.0141
Tillering,N090,GATA8,GENE,TCP19,GENE,-1,repression,"OsGATA8 transcription factor represses OsTCP19 (negative regulator of tillering), promoting productive tiller formation under N-replete conditions",1,10.1038/s41588-024-01795-7
Tillering,N091,MAX1_1900,GENE,Strigolactone,HORMONE,1,activation,Os1900 (one of five rice MAX1-like paralogs) catalyzes carlactone-to-carlactonoic acid conversion together with Os5100; Os1900 is the N-fertilization-responsive paralog,1,10.1038/s41467-023-38670-8
Tillering,N092,Nitrogen,ENVIRONMENT,MAX1_1900,GENE,1,activation,Fertilization (N supply) transcriptionally upregulates Os1900 promoter; promoter mutations that disrupt N-induction increase tiller numbers under low fertilizer,1,10.1038/s41467-023-38670-8
Tillering,N093,MOC1,GENE,MOC3,GENE,1,activation,MOC1 physically interacts with MOC3 (OsWUS/TAB1) and acts as a transcriptional co-activator; MOC1 cannot bind FON1 promoter alone but cooperates with MOC3 binding,1,10.1016/j.molp.2019.04.011
Tillering,N094,T20,GENE,Strigolactone,HORMONE,1,activation,T20 encodes Î¶-carotene isomerase (Z-ISO) acting upstream of D27 in the carotenoid pathway; required for SL precursor supply,1,10.1016/j.molp.2020.10.001
Tillering,N095,Gibberellin,HORMONE,GID1,GENE,1,activation,GA binds GID1 nuclear receptor; GA-GID1 forms the active complex that subsequently recruits SCF-GID2 to ubiquitinate SLR1 and NGR5.,1,10.1038/nature03449
Tillering,N096,GID1,GENE,SLR1,GENE,-1,inhibition,GA-GID1 complex promotes SLR1 (rice DELLA) interaction with F-box SCF-GID2 for polyubiquitination and 26S proteasomal degradation.,1,10.1038/nature03449
Tillering,N097,GID1,GENE,NGR5,GENE,-1,inhibition,"GA-GID1 complex directly targets NGR5 (Nitrogen-mediated tiller Growth Response 5) for 26S proteasomal degradation, coupling GA signalling to N-responsive tiller-promoting transcription.",1,10.1126/science.aaz2046
Tillering,N098,Auxin,HORMONE,TIR1,GENE,1,activation,Auxin (IAA) binds the TIR1/OsAFB F-box receptor in the SCF-TIR1 complex; IAA-TIR1 then ubiquitinates OsIAA repressors for proteasomal degradation. Represented as activating edge onto TIR1 to gate all auxin transcriptional effects.,1,10.3389/fpls.2024.1516884
Tillering,N099,TIR1,GENE,D10,GENE,1,activation,Summary edge: active TIR1 derepresses OsIAA-OsARF axis; derepressed OsARFs bind D10 (CCD8) promoter to promote SL biosynthesis gene transcription. Collapsed through TIR1 to avoid proliferating OsIAA/OsARF intermediates that the curated set does not fully specify.,1,10.3389/fpls.2024.1516884
Tillering,N100,TIR1,GENE,D17,GENE,1,activation,"Summary edge: active TIR1 derepresses OsIAA-OsARF; OsARFs activate D17 (CCD7, HTD1) transcription. Auxin's SL-biosynthesis upregulation routed through TIR1 to preserve Perception Gate purity.",1,10.3389/fpls.2024.1516884
Tillering,N101,TIR1,GENE,IPT,GENE,-1,inhibition,"Summary edge: active TIR1 degrades OsIAA, releasing OsARFs; auxin-responsive OsARFs repress IPT (CK biosynthesis) transcription. Classic apical-auxin-represses-CK-biosynthesis mechanism routed through TIR1.",1,10.3389/fpls.2024.1516884
Tillering,N102,AHP,GENE,RR_TYPEA,GENE,1,activation,"Canonical two-component phosphorelay: AHP (histidine phosphotransfer) phosphorylates type-A RRs, which accumulate as primary CK-response transcriptional targets. Replaces direct Cytokinin->RR_TYPEA bypass.",1,10.1104/pp.111.192765
Tillering,N103,IPA1,GENE,LOG,GENE,1,activation,IPA1 directly binds OsLOG promoter and first intron to activate LOG (cytokinin-activating enzyme / lonely guy) transcription.,1,10.1105/tpc.113.113639
Tillering,N104,IPA1,GENE,HK4,GENE,1,activation,IPA1 activates OsHK4 via binding TGGGCC motif in its promoter with TCP co-factors PCF1/PCF2; forms IPA1-HK4 positive feedback arm of CK signalling.,1,10.1093/plcell/koad257
Tillering,N105,HOX12,GENE,NCED1,GENE,1,activation,HOX12 homeodomain-leucine-zipper TF directly induces OsNCED1 expression to drive ABA biosynthesis in shoot base; part of SL-induced parallel ABA-mediated tillering-repression arm.,1,10.1016/j.molp.2020.10.001
Tillering,N106,NCED1,GENE,ABA,HORMONE,1,activation,OsNCED1 (9-cis-epoxycarotenoid dioxygenase 1) catalyses the rate-limiting cleavage of 9-cis-xanthophyll to xanthoxin in ABA biosynthesis.,1,10.1016/j.molp.2020.10.001
Tillering,N107,ABA,HORMONE,D10,GENE,-1,inhibition,"ABA represses SL biosynthesis genes including D10 (and D17, D27) via transcriptional downregulation; ABA biosynthetic mutants (aba1, aba2) show elevated SL biosynthesis, producing negative ABA-to-SL feedback.",1,10.1016/j.molp.2020.10.001
Tillering,N108,HK4,GENE,TB1,GENE,-1,repression,OsHK4 CK receptor phosphorelay activates B-type response regulator OsRR21 which binds OsTB1 promoter and represses transcription in axillary meristem; ohk4 LOF de-represses OsTB1 -> reduced tillering,1,10.1093/plcell/koad257
