source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
ARF6,GENE,Hypocotyl_Length,PHENOTYPE,activation,,MEDIUM,"ARF6/7/8 activate SAUR19, PRE1, expansins; auxin signaling drives cell elongation.",,,,,,ARF6 target genes encode cell wall proteins involved in cell expansion,,
ARF6_7_8,PROTEIN_COMPLEX,Plant_Height,PHENOTYPE,activation,,MEDIUM,ARF6 activates auxin-responsive elongation genes in hypocotyl and stem,,,,,,"The arf6 arf7 arf8 triple mutant fails to respond to low R:FR treatment, indicating that ARF6, ARF7, and ARF8 are required for shade-induce cell elongation",,
ARF7,GENE,GATA23,GENE,activation,,MEDIUM,IAA28-ARF7 pathway activates GATA23 in oscillation zone,,,,,,"auxin, through the signaling module encompassing IAA28 and transcriptional activator ARF7, triggers expression of GATA23",,
ARF7,GENE,LBD,PROTEIN_COMPLEX,activation,,MEDIUM,ARF7 directly binds LBD16 promoter to activate transcription as primary auxin response [Edge represents composite family; evidence drawn from curated E018 (ARF7->LBD16).],,,,,,"recombinant GST-ARF7 protein, but not GST alone, bound to the single LBD16 promoter",,
ARF7,GENE,PLT,PROTEIN_COMPLEX,activation,,MEDIUM,ARF7 activates PLT3 in incipient LR primordia [Edge represents composite family; evidence drawn from curated E034 (ARF7->PLT3).],,,,,,upstream auxin response factors ARF7 and ARF19 required to activate expression of early PLT genes,,
ARR1,GENE,Plant_Height,PHENOTYPE,activation,,MEDIUM,Type-B ARRs are positive regulators of cytokinin growth responses; arr1 arr10 arr12 triple mutants have severe growth defects,,,,,,"Multiple type-B ARR mutants affect cytokinin responses including inhibition of root elongation, lateral root formation, and hypocotyl elongation",,
ARR1,GENE,Shoot_Branching,PHENOTYPE,inhibition,,MEDIUM,Type-B ARR1 is a net negative regulator of branching; arr1 mutant has increased branching (E014). Added in REFINEMENT iter 1 because T031 ARR1 KO predicted wrong direction - cascade ARR1->TIE1-|BRC1-|branching is net-positive but biology shows ARR1 is net-inhibitory.,,,,,,arr1 single mutant has increased branching forming mean 6.8 rosette branches compared with 5.5,,
ARR1,GENE,TIE1,GENE,activation,,MEDIUM,B-type ARR1 directly binds TIE1 promoter to activate transcription (Yang 2022 Sci Adv),,,,,,"obvious binding signals in the promoter regions of TIE1, TIE2, and ARR15 that increased in binding intensity following cytokinin treatment; the LUC reporter was significantly activated by ARR1",,
ARR_B,PROTEIN_COMPLEX,Lateral_Root_Density,PHENOTYPE,inhibition,,MEDIUM,ARR1 type-B mediates cytokinin inhibition of LR [Edge represents composite family; evidence drawn from curated E206 (ARR1->Lateral_Root_Density).],,,,,,ARRs required for cytokinin response display increased root branching,,
AUT_SYN,PROTEIN_COMPLEX,FLC,GENE,inhibition,,MEDIUM,"FCA is a nuclear RNA-binding protein that promotes proximal polyadenylation of COOLAIR (FLC antisense RNA), leading to chromatin silencing and repression of FLC sense transcription",,,,,,"FCA is a nuclear RNA-binding protein that functions in regulating alternative RNA 3' end processing; FCA and FPA function to promote proximal polyadenylation of COOLAIR, involving the activity of the histone 3-lysine 4-demethylase FLD",,
AUX1,GENE,Auxin,HORMONE,activation,,MEDIUM,AUX1 auxin influx carrier facilitates shoot-derived IAA loading into vasculature,,,,,,AUX1 facilitates loading of shoot-derived IAA into vascular system,,
AUX_IAA,GENE,ARF6,GENE,inhibition,,MEDIUM,Aux/IAA proteins dimerize with ARF6/7/8 and suppress their transcriptional activity; auxin releases this inhibition.,,,,,,Aux/IAA proteins interact with ARF proteins to repress auxin response,,
Auxin,HORMONE,BRC1,GENE,activation,,MEDIUM,BES1 promotes branching by repressing BRC1 cooperatively with SMXLs,,,,,,bes1-D mutant exhibiting more branching number,,
Auxin,HORMONE,CAMEL,GENE,activation,,MEDIUM,Auxin upregulates CAMEL kinase expression/activity for PIN1 polarization feedback,,,,,,The auxin-regulated receptor CAMEL... The CAMEL-CANAR receptor complex is part of the auxin feedback that coordinates polarization of individual cells during auxin canalization.,,
Auxin,HORMONE,CCD7,GENE,activation,,MEDIUM,Auxin upregulates MAX3/CCD7 expression in AXR1-dependent manner,,,,,,Auxin up-regulation of MAX3 and MAX4 transcripts in an AXR1-dependent manner,,
Auxin,HORMONE,CCD8,GENE,activation,,MEDIUM,Auxin upregulates MAX4/CCD8 expression in AXR1-dependent manner,,,,,,MAX3 and MAX4 transcripts are induced by auxin in an AXR1-dependent manner,,
Auxin,HORMONE,Endosperm_Proliferation,PROCESS,activation,,MEDIUM,post-fertilization auxin triggers central cell division,,,,,,ectopic auxin biosynthesis in unfertilized central cell drives endosperm development,,
Auxin,HORMONE,Gibberellin,HORMONE,activation,,MEDIUM,"Elevated auxin in the bud increases gibberellin biosynthesis, supporting elongation.",,,,,,,,
Auxin,HORMONE,IPT,GENE,inhibition,,MEDIUM,"Auxin represses IPT3 transcription, linking auxin to CK depletion in axillary buds [Framework note: this edge bypasses a receptor Perception Gate (Motif 1). Biologically the feedback runs through DELLA/ARF/ABI5 but those intermediate edges are absent from curated_edges.json. Exogenous-hormone in receptor-KO backgrounds will still modulate this target - a known Trap-5 framework limitation.]",,,,,,Auxin represses IPT expression in stem tissues leading to decreased CK biosynthesis,,
Auxin,HORMONE,Integument_Growth,PROCESS,activation,,MEDIUM,auxin drives seed coat cell elongation and differentiation,,,,,,"2,4-D treated ovules larger; 30-40% show seed coat development without fertilization",,
Auxin,HORMONE,PIN1,GENE,activation,,MEDIUM,BES1 directly binds BRC1 promoter and cooperates with SMXLs to repress BRC1,,,,,,"BES1 directly bound to the BRC1 promoter fragments F2, F4, and F5",,
Auxin,HORMONE,PRC2,PROTEIN_COMPLEX,inhibition,,MEDIUM,"Auxin transcriptionally represses sporophytic PRC2 gene expression in integuments (downregulated by 2,4-D)",,,,,,"Sporophytic PRC2 genes strongly downregulated after fertilization or 2,4-D treatment",,
Auxin,HORMONE,TIR1,GENE,activation,,MEDIUM,Auxin-bound TIR1/AFB F-box proteins ubiquitinate Aux/IAA repressors for degradation.,,,,,,TIR1/AFB Aux/IAA nuclear auxin perception triggers local activation of H+-ATPases,,
Auxin,HORMONE,WOX11,GENE,activation,,MEDIUM,Auxin (IAA) directly induces WOX11 expression in regeneration-competent cells,,,,,,WOX11 expression could be detected in leaf explants of the WOX11pro:GUS line after ~6 h on B5 medium containing 1 uM IAA,,
BAK1,GENE,BIN2,GENE,inhibition,,MEDIUM,BAK1 heterodimerizes with BRI1; active BRI1/BAK1 complex inhibits BIN2 activity.,,,,,,BR acts as molecular glue to bring together BRI1 and BAK1; sequential transphosphorylation activates kinases,,
BAK1,GENE,BSU1,GENE,activation,,MEDIUM,BRI1-BAK1 complex phosphorylates and activates BSK1 (BR signaling kinase),,,,,,BR SIGNALING KINASES (BSKs) activate the phosphatase BRI1-SUPPRESSOR1 (BSU1),,
BAS1,GENE,Brassinosteroid,HORMONE,inhibition,,MEDIUM,BAS1/CYP734A1 is a BR-26-hydroxylase that inactivates bioactive BRs.,,,,,,BAS1/CYP734A1 catalyzes C-26 hydroxylation of brassinolide and is induced by exogenous BRs,,
BBX11,GENE,HY5,GENE,activation,,MEDIUM,BBX11 binds HY5 and stabilizes its transcriptional activity (JUDGE S004). HY5->BBX11 reverse arm intentionally excluded to prevent positive-feedback loop (Trap 1).,,,,,,BBX11 directly binds to the HY5 promoter region B containing E-box and T/G-box cis-elements to activate transcription,,
BBX21,GENE,BBX11,GENE,activation,,MEDIUM,BBX21 activates BBX11 transcription; parallel HY5-positive cofactors (JUDGE S004).,,,,,,BBX21 binds BBX11 promoter and positively regulates its expression,,
BBX21,GENE,HY5,GENE,activation,,MEDIUM,BBX21 physically partners with HY5 to stabilize HY5 binding at photomorphogenic promoters.,,,,,,BBX21 directly binds to the T/G-box in the HY5 promoter and directly activates HY5 expression,,
BBX25,GENE,HY5,GENE,inhibition,,MEDIUM,"BBX25 competes with BBX21/BBX22/BBX11 at HY5 promoter, antagonizing HY5 activity (JUDGE S010).",,,,,,"BBX25 physically interacts with HY5 through B-box domains with bZIP domain of HY5, reducing HY5 transcriptional activity",,
BES1,GENE,BRC1,GENE,inhibition,,MEDIUM,BRC1 directly binds PIN3 promoter to repress transcription,,,,,,CsBRC1 directly binds to the CsPIN3 promoter to repress the transcription,,
BIN2,GENE,BZR,PROTEIN_COMPLEX,inhibition,,MEDIUM,BIN2 GSK3 kinase phosphorylates BZR1 for proteasomal degradation [Edge represents composite family; evidence drawn from curated E236 (BIN2->BZR1).],,,,,,"In the absence of BR, BIN2 phosphorylates BZR1 and BES1, which leads to their degradation",,
BIN2,GENE,BZR1,GENE,inhibition,,MEDIUM,BIN2 phosphorylates BZR1 to exclude it from the nucleus and target it for degradation.,,,,,,BIN2 phosphorylates BZR1 to inhibit nuclear localization and DNA-binding activity,,
BIN2,GENE,BZR_BES,PROTEIN_COMPLEX,inhibition,,MEDIUM,"BIN2 (a GSK3-like kinase) phosphorylates BZR1, promoting cytoplasmic retention by 14-3-3 proteins and inactivating its DNA binding",,,,,,BIN2 phosphorylates numerous substrates including BES1 and BZR1,,
BIN2,GENE,HSFA1D,GENE,inhibition,,MEDIUM,"BIN2 phosphorylates HSFA1d and promotes its degradation, coupling BR signaling to thermo response (JUDGE S003 / BIN2 Multi-Output).",,,,,,BIN2 inhibits nuclear translocation of HSFA1d by phosphorylating its NLS motif,,
BIN2,GENE,PIF3,GENE,inhibition,,MEDIUM,BIN2 phosphorylates PIF3 and promotes its degradation; BR-mediated PIF3 destabilization (JUDGE S005).,,,,,,BIN2 kinase induces PIF3 degradation via 26S proteasome during skotomorphogenesis,,
BPC1,GENE,SEEDSTICK,GENE,activation,,MEDIUM,BPC1 binds STK regulatory region and induces conformational changes,,,,,,BASIC PENTACYSTEINE1 GA Binding Protein induces conformational changes in the regulatory region of the homeotic gene SEEDSTICK,,
BRC1,GENE,HB21,GENE,activation,,MEDIUM,BRC1 directly activates HB21/HB40/HB53 (HB21 represents family),,,,,,"BRC1 directly activates a group of phylogenetically related genes, HB21",,
BRC1,GENE,PIN3,GENE,inhibition,,MEDIUM,BRC1 directly binds PIN3 promoter to repress transcription,,,,,,CsBRC1 directly binds to the CsPIN3 promoter to repress the transcription,,
BRC1,GENE,Shoot_Branching,PHENOTYPE,inhibition,,MEDIUM,canar mutants show defects in vasculature regeneration after wounding (downstream of PIN1 polarization).,,,,,,macroscopically manifests as defects in leaf venation and vasculature regeneration after wounding,,
BRI1,GENE,BIN2,GENE,inhibition,,MEDIUM,Active BRI1 (via BSK/BSU1) dephosphorylates and inhibits BIN2.,,,,,,BSU1 phosphatase dephosphorylates and inactivates GSK3-like kinase BIN2,,
BRI1,GENE,BSU1,GENE,activation,,MEDIUM,BRI1-BAK1 complex phosphorylates and activates BSK1 (BR signaling kinase),,,,,,BR SIGNALING KINASES (BSKs) activate the phosphatase BRI1-SUPPRESSOR1 (BSU1),,
BR_SYN,GENE,Brassinosteroid,HORMONE,activation,,MEDIUM,DWF4 (CYP90B1) C-22 hydroxylase catalyzes the rate-limiting step in BR biosynthesis,,,,,,DWF4 encodes a C-22 hydroxylase that catalyzes a rate-determining step in BR biosynthesis,,
BSU1,GENE,BIN2,GENE,inhibition,,MEDIUM,"BSU1 dephosphorylates BIN2 at pTyr200, inactivating the kinase",,,,,,BSU1 dephosphorylates BIN2,,
BZR,PROTEIN_COMPLEX,Lateral_Root_Density,PHENOTYPE,activation,,MEDIUM,"Constitutively active BZR1 (bzr1-1D) enhances LR number and length, especially under mild N deficiency [Edge represents composite family; evidence drawn from curated E238 (BZR1->Lateral_Root_Density).]",,,,,,bzr1-1D increased LR number by 13-233% across N conditions,,
BZR1,GENE,AP2,GENE,repression,,MEDIUM,BZR1 represses AP2 (negative seed-size regulator),,,,,,BZR1 binding to AP2 promoter represses negative regulator,,
BZR1,GENE,ARF2,GENE,repression,,MEDIUM,BZR1 represses ARF2,,,,,,BZR1 modulates integument development through binding to ARF2,,
BZR1,GENE,ARF6,GENE,activation,,MEDIUM,BZR1 and ARF6 co-bind shared promoters in the elongation program; BZR1 upregulates ARF6 transcriptionally.,,,,,,BZR1 and PIF4 interact with ARF6 directly and enhance its binding to shared promoters,,
BZR1,GENE,DWF4,GENE,inhibition,,MEDIUM,BZR1 represses DWF4 transcription as negative-feedback regulation of BR biosynthesis.,,,,,,BZR1 represses BR biosynthetic gene DWF4 forming negative feedback,,
BZR1,GENE,Endosperm_Proliferation,PROCESS,activation,,MEDIUM,BR signaling via BZR1/BES1 promotes coenocytic endosperm growth dose-dependently (E101 effect routed via signaling output),,,,,,BRs promote endosperm growth in dose-dependent manner,,
BZR1,GENE,Hypocotyl_Length,PHENOTYPE,activation,,MEDIUM,Unphosphorylated BZR1 promotes hypocotyl cell elongation by activating cell-wall loosening genes.,,,,,,bes1-D dominant mutant shows BR-hypersensitive phenotype with increased elongation,,
BZR1,GENE,IKU1,GENE,activation,,MEDIUM,BZR1 binds IKU1 promoter (ChIP),,,,,,BZR1 binds IKU1 promoter,,
BZR1,GENE,IKU2,GENE,activation,,MEDIUM,BZR1 binds IKU2 promoter (ChIP),,,,,,BZR1 targeting IKU1 and thus affects MINI3 which leads to IKU2 activation,,
BZR1,GENE,PIF4,GENE,activation,,MEDIUM,BZR1 and PIF4 form a positive regulatory module; BZR1 directly promotes PIF4 expression.,,,,,,BZR1 and PIFs directly interact and co-regulate shared target genes; cooperatively regulate large numbers of common target genes,,
BZR1,GENE,PRC2,PROTEIN_COMPLEX,inhibition,,MEDIUM,"BZR1/BES1 recruits JMJ demethylases to remove H3K27me3 marks, antagonising sporophytic PRC2 activity (E102 routed via signaling)",,,,,,BES1 recruits JMJs to target loci enabling seed coat gene expression,,
BZR1,GENE,RAV1,GENE,repression,,MEDIUM,BR-activated BZR1 represses RAV1 during seed development,,,,,,BZR1 represses RAV1 transcription during early seed development,,
BZR1,GENE,SHB1,GENE,activation,,MEDIUM,BZR1 binds SHB1 promoter (ChIP),,,,,,"BZR1 bound to promoters of SHB1, IKU1, IKU2, AP2, and ARF2",,
BZR_BES,PROTEIN_COMPLEX,BR_SYN,GENE,inhibition,,MEDIUM,Active BZR1 binds BRRE element in DWF4 promoter and represses BR biosynthesis (feedback homeostasis),,,,,,"In the transcriptional regulation of BR biosynthetic genes such as DWF4 and CPD, the activity of BZR1 is primarily responsible for the feedback regulation",,
BZR_BES,PROTEIN_COMPLEX,Plant_Height,PHENOTYPE,activation,,MEDIUM,Dephosphorylated/active BZR1 in nucleus activates BR-responsive cell elongation genes; bzr1-D constitutively active mutant promotes growth,,,,,,BRs play a dominant role in regulating cell elongation; BR signaling modulates the functions of cytoskeleton including microtubule and associated proteins as well as actin to control cell elongation,,
Blue_Light,ENVIRONMENT,FKF1,GENE,activation,,MEDIUM,Blue light activates FKF1 LOV domain to form FKF1-GI complex,,,,,,FKF1 and GI proteins form a complex in a blue-light dependent manner,,
Brassinosteroid,HORMONE,BRI1,GENE,activation,,MEDIUM,"Brassinolide binds the BRI1 extracellular LRR domain, activating the receptor kinase.",,,,,,BR directly binds to extracellular domain of BRI1 at pocket formed by island loop,,
CAMEL,GENE,PIN1,GENE,activation,,MEDIUM,CAMEL phosphorylates PIN1 to promote polar plasma membrane localization (Hajny 2020 Science),,,,,,The auxin-regulated receptor CAMEL (Canalization-related Auxin-regulated Malectin-type RLK) together with CANAR (Canalization-related Receptor-like kinase) interact with and phosphorylate PIN auxin transporters.,,
CCD7,GENE,Strigolactone,HORMONE,activation,,MEDIUM,Carotenoid cleavage dioxygenase 8 (MAX4),,,,,,CCD8 are encoded by MAX4,,
CCD8,GENE,Strigolactone,HORMONE,activation,,MEDIUM,CCD8/MAX4 catalyzes carotenoid cleavage in SL biosynthesis,,,,,,MAX4 encodes plastid-targeted carotenoid cleavage dioxygenase,,
CDF1,GENE,CO,GENE,repression,,MEDIUM,CDF1-5 bind DOF cis-elements in CO promoter in the morning and recruit TOPLESS/TPR co-repressors,,,,,,"CYCLING DOF FACTOR 1 (CDF1) to CDF5 were the first CO regulators identified, strongly repressing CO transcription by recruiting TOPLESS(TPL)/TPL-RELATED (TPR) co-repressors",,
CDF1,GENE,FT,GENE,repression,,MEDIUM,CDF proteins directly bind the FT promoter 5' proximal region and repress FT,,,,,,"CDF transcription factors, in addition to their binding to the CO promoter during the morning, are able to bind to the FT promoter at the 5' proximal region",,
CHL1,GENE,ANR1,GENE,activation,,MEDIUM,NRT1.1 transceptor activates Ca2+-CPK-NLP7 axis to upregulate ANR1,,,,,,"ANR1, a transcription factor functioning downstream of NRT1.1",,
CHL1,GENE,NLP7,GENE,activation,,MEDIUM,NRT1.1 activates Ca2+ signaling that phosphorylates NLP7,,,,,,Nonphosphorylated form of NRT1.1 could activate Ca2+-CPKs-NLPs signaling pathway,,
CHL1,GENE,TAR2,GENE,inhibition,,MEDIUM,NRT1.1 represses TAR2 auxin biosynthesis gene,,,,,,NRT1 controls auxin biosynthesis by repressing expression of TAR2,,
