network,edge_id,source,source_type,target,target_type,sign,effect,mechanism,n_evidence,doi_list
Merged Arabidopsis,ME081,BES1,GENE,BRC1,GENE,-1,inhibition,BRC1 directly binds PIN3 promoter to repress transcription,2,10.1093/plphys/kiab071; 10.1073/pnas.1907968116
Merged Arabidopsis,ME082,BIN2,GENE,BZR,PROTEIN_COMPLEX,-1,inhibition,BIN2 GSK3 kinase phosphorylates BZR1 for proteasomal degradation [Edge represents composite family; evidence drawn from curated E236 (BIN2->BZR1).],1,10.3389/fpls.2024.1387321
Merged Arabidopsis,ME083,BIN2,GENE,BZR1,GENE,-1,inhibition,BIN2 phosphorylates BZR1 to exclude it from the nucleus and target it for degradation.,2,10.1016/j.pbi.2014.07.012; 10.1073/pnas.172510499
Merged Arabidopsis,ME084,BIN2,GENE,BZR_BES,PROTEIN_COMPLEX,-1,inhibition,"BIN2 (a GSK3-like kinase) phosphorylates BZR1, promoting cytoplasmic retention by 14-3-3 proteins and inactivating its DNA binding",1,10.1105/tpc.19.00335
Merged Arabidopsis,ME085,BIN2,GENE,HSFA1D,GENE,-1,inhibition,"BIN2 phosphorylates HSFA1d and promotes its degradation, coupling BR signaling to thermo response (JUDGE S003 / BIN2 Multi-Output).",1,10.1126/sciadv.adh1738
Merged Arabidopsis,ME086,BIN2,GENE,PIF3,GENE,-1,inhibition,BIN2 phosphorylates PIF3 and promotes its degradation; BR-mediated PIF3 destabilization (JUDGE S005).,1,10.1073/pnas.1700850114
Merged Arabidopsis,ME087,BPC1,GENE,SEEDSTICK,GENE,1,activation,BPC1 binds STK regulatory region and induces conformational changes,1,10.1105/tpc.105.030551
Merged Arabidopsis,ME088,BRC1,GENE,HB21,GENE,1,activation,BRC1 directly activates HB21/HB40/HB53 (HB21 represents family),8,10.1073/pnas.1613199114; doi; title; authors; year; journal; evidence_sentence; claim
Merged Arabidopsis,ME089,BRC1,GENE,PIN3,GENE,-1,inhibition,BRC1 directly binds PIN3 promoter to repress transcription,2,10.1093/plphys/kiab071; 10.1073/pnas.1907968116
Merged Arabidopsis,ME090,BRC1,GENE,Shoot_Branching,PHENOTYPE,-1,inhibition,canar mutants show defects in vasculature regeneration after wounding (downstream of PIN1 polarization).,1,10.1126/science.aba3178
Merged Arabidopsis,ME091,BRI1,GENE,BIN2,GENE,-1,inhibition,Active BRI1 (via BSK/BSU1) dephosphorylates and inhibits BIN2.,3,10.1016/j.pbi.2014.07.012; 10.3389/fpls.2024.1387321; 10.1104/pp.113.217703
Merged Arabidopsis,ME092,BRI1,GENE,BSU1,GENE,1,activation,BRI1-BAK1 complex phosphorylates and activates BSK1 (BR signaling kinase),1,10.1105/tpc.19.00335
Merged Arabidopsis,ME093,BR_SYN,GENE,Brassinosteroid,HORMONE,1,activation,DWF4 (CYP90B1) C-22 hydroxylase catalyzes the rate-limiting step in BR biosynthesis,1,10.1105/tpc.19.00335
Merged Arabidopsis,ME094,BSU1,GENE,BIN2,GENE,-1,inhibition,"BSU1 dephosphorylates BIN2 at pTyr200, inactivating the kinase",1,10.1105/tpc.19.00335
Merged Arabidopsis,ME095,BZR,PROTEIN_COMPLEX,Lateral_Root_Density,PHENOTYPE,1,activation,"Constitutively active BZR1 (bzr1-1D) enhances LR number and length, especially under mild N deficiency [Edge represents composite family; evidence drawn from curated E238 (BZR1->Lateral_Root_Density).]",1,10.3389/fpls.2024.1387321
Merged Arabidopsis,ME096,BZR1,GENE,AP2,GENE,-1,repression,BZR1 represses AP2 (negative seed-size regulator),1,10.1104/pp.113.217703
Merged Arabidopsis,ME097,BZR1,GENE,ARF2,GENE,-1,repression,BZR1 represses ARF2,1,10.1104/pp.113.217703
Merged Arabidopsis,ME098,BZR1,GENE,ARF6,GENE,1,activation,BZR1 and ARF6 co-bind shared promoters in the elongation program; BZR1 upregulates ARF6 transcriptionally.,1,10.1016/j.pbi.2014.07.012
Merged Arabidopsis,ME099,BZR1,GENE,DWF4,GENE,-1,inhibition,BZR1 represses DWF4 transcription as negative-feedback regulation of BR biosynthesis.,1,10.1016/j.pbi.2014.07.012
Merged Arabidopsis,ME100,BZR1,GENE,Endosperm_Proliferation,PROCESS,1,activation,BR signaling via BZR1/BES1 promotes coenocytic endosperm growth dose-dependently (E101 effect routed via signaling output),1,10.1007/s00497-024-00516-8
Merged Arabidopsis,ME101,BZR1,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,Unphosphorylated BZR1 promotes hypocotyl cell elongation by activating cell-wall loosening genes.,1,10.1016/j.pbi.2014.07.012
Merged Arabidopsis,ME102,BZR1,GENE,IKU1,GENE,1,activation,BZR1 binds IKU1 promoter (ChIP),1,10.1104/pp.113.217703
Merged Arabidopsis,ME103,BZR1,GENE,IKU2,GENE,1,activation,BZR1 binds IKU2 promoter (ChIP),1,10.1104/pp.113.217703
Merged Arabidopsis,ME104,BZR1,GENE,PIF4,GENE,1,activation,BZR1 and PIF4 form a positive regulatory module; BZR1 directly promotes PIF4 expression.,1,10.1016/j.pbi.2014.07.012
Merged Arabidopsis,ME105,BZR1,GENE,PRC2,PROTEIN_COMPLEX,-1,inhibition,"BZR1/BES1 recruits JMJ demethylases to remove H3K27me3 marks, antagonising sporophytic PRC2 activity (E102 routed via signaling)",1,10.1007/s00497-024-00516-8
Merged Arabidopsis,ME106,BZR1,GENE,RAV1,GENE,-1,repression,BR-activated BZR1 represses RAV1 during seed development,1,10.14348/molcells.2018.0259
Merged Arabidopsis,ME107,BZR1,GENE,SHB1,GENE,1,activation,BZR1 binds SHB1 promoter (ChIP),1,10.1104/pp.113.217703
Merged Arabidopsis,ME108,BZR_BES,PROTEIN_COMPLEX,BR_SYN,GENE,-1,inhibition,Active BZR1 binds BRRE element in DWF4 promoter and represses BR biosynthesis (feedback homeostasis),1,10.1105/tpc.19.00335
Merged Arabidopsis,ME109,BZR_BES,PROTEIN_COMPLEX,Plant_Height,PHENOTYPE,1,activation,Dephosphorylated/active BZR1 in nucleus activates BR-responsive cell elongation genes; bzr1-D constitutively active mutant promotes growth,1,10.1105/tpc.19.00335
Merged Arabidopsis,ME110,Blue_Light,ENVIRONMENT,FKF1,GENE,1,activation,Blue light activates FKF1 LOV domain to form FKF1-GI complex,1,10.1126/science.1146994
Merged Arabidopsis,ME111,Brassinosteroid,HORMONE,BRI1,GENE,1,activation,"Brassinolide binds the BRI1 extracellular LRR domain, activating the receptor kinase.",4,10.1016/j.pbi.2014.07.012; 10.1111/ppl.13681; 10.1105/tpc.19.00335; 10.1104/pp.113.217703
Merged Arabidopsis,ME112,CAMEL,GENE,PIN1,GENE,1,activation,CAMEL phosphorylates PIN1 to promote polar plasma membrane localization (Hajny 2020 Science),1,10.1126/science.aba3178
Merged Arabidopsis,ME113,CCD7,GENE,Strigolactone,HORMONE,1,activation,Carotenoid cleavage dioxygenase 8 (MAX4),1,10.1073/pnas.1601729113
Merged Arabidopsis,ME114,CCD8,GENE,Strigolactone,HORMONE,1,activation,CCD8/MAX4 catalyzes carotenoid cleavage in SL biosynthesis,9,10.1104/pp.109.137646; 10.1093/pcp/pcad088; doi; title; authors; year; journal; evidence_sentence; claim
Merged Arabidopsis,ME115,CDF1,GENE,CO,GENE,-1,repression,CDF1-5 bind DOF cis-elements in CO promoter in the morning and recruit TOPLESS/TPR co-repressors,3,10.1016/j.xplc.2023.100552; 10.1199/tab.0178; 10.1073/pnas.1415375111
Merged Arabidopsis,ME116,CDF1,GENE,FT,GENE,-1,repression,CDF proteins directly bind the FT promoter 5' proximal region and repress FT,1,10.1199/tab.0178
Merged Arabidopsis,ME117,CHL1,GENE,ANR1,GENE,1,activation,NRT1.1 transceptor activates Ca2+-CPK-NLP7 axis to upregulate ANR1,1,10.3390/genes11060633
Merged Arabidopsis,ME118,CHL1,GENE,NLP7,GENE,1,activation,NRT1.1 activates Ca2+ signaling that phosphorylates NLP7,1,10.3390/genes11060633
Merged Arabidopsis,ME119,CHL1,GENE,TAR2,GENE,-1,inhibition,NRT1.1 represses TAR2 auxin biosynthesis gene,1,10.1101/cshperspect.a039941
Merged Arabidopsis,ME120,CKX2,GENE,Cytokinin,HORMONE,-1,inhibition,CKX2 degrades cytokinin,2,10.1101/cshperspect.a039941; 10.1073/pnas.1305175110
Merged Arabidopsis,ME121,CKX3,GENE,Cytokinin,HORMONE,-1,inhibition,CKX3 (cytokinin oxidase 3) degrades cytokinins; feedback-induced by CK itself,2,10.1199/tab.0168; 10.1105/tpc.110.079079
Merged Arabidopsis,ME122,CKX5,GENE,Cytokinin,HORMONE,-1,inhibition,cytokinin oxidase in placentas,1,10.1105/tpc.110.079079
Merged Arabidopsis,ME123,CKX9,GENE,Cytokinin,HORMONE,-1,inhibition,CK upregulates and polarizes PIN1,8,10.1093/aob/mcr069; doi; title; authors; year; journal; evidence_sentence; claim
Merged Arabidopsis,ME124,CLE,PROTEIN_COMPLEX,CLV1,GENE,1,activation,CLE3 peptide (pericycle) diffuses apoplastically and binds CLV1 receptor on phloem companion cells [Edge represents composite family; evidence drawn from curated E211 (CLE3->CLV1).],1,10.1073/pnas.1319953111
Merged Arabidopsis,ME125,CLV1,GENE,Lateral_Root_Density,PHENOTYPE,-1,inhibition,CLV1 phloem companion-cell receptor transduces CLE3 signal to repress LR emergence under low N,1,10.1073/pnas.1319953111
Merged Arabidopsis,ME126,CO,GENE,FT,GENE,1,activation,CO binds directly to CORE cis-elements in FT promoter; CO-NF-Y complex brings distal NF-Y binding sites to proximal CORE via chromatin looping,4,10.1104/pp.16.01327; 10.3390/ijms22115716; 10.1199/tab.0178; 10.1073/pnas.1415375111
Merged Arabidopsis,ME127,COP1_SPA,GENE,BBX21,GENE,-1,inhibition,COP1 ubiquitinates BBX21 for degradation.,1,10.1073/pnas.1607687113
Merged Arabidopsis,ME128,COP1_SPA,GENE,BBX25,GENE,-1,inhibition,"COP1 degrades BBX25, removing the HY5 antagonist in light (JUDGE S010).",1,10.1105/tpc.113.109751
Merged Arabidopsis,ME129,COP1_SPA,GENE,BIN2,GENE,-1,inhibition,COP1 promotes BIN2 degradation in response to light (double-lock on BR signaling output).,1,10.1073/pnas.1700850114
Merged Arabidopsis,ME130,COP1_SPA,GENE,HFR1,GENE,-1,inhibition,COP1 targets HFR1 for degradation in the dark.,1,10.1038/emboj.2009.4
Merged Arabidopsis,ME131,COP1_SPA,GENE,HSFA1D,GENE,1,activation,"COP1 positively regulates HSFA1d stability in darkness, contributing to PIF4 stabilization pathway (JUDGE S003).",1,10.1126/sciadv.adh1738
Merged Arabidopsis,ME132,COP1_SPA,GENE,HY5,GENE,-1,inhibition,COP1-SPA1 ubiquitinates HY5 for proteasomal degradation in the dark.,2,10.1038/emboj.2009.4; 10.1105/tpc.19.00335
Merged Arabidopsis,ME133,COP1_SPA,GENE,HYH,GENE,-1,inhibition,"COP1 ubiquitinates HYH for degradation, parallel to HY5 (JUDGE S010).",1,10.1111/nph.17332
Merged Arabidopsis,ME134,CPD,GENE,Brassinosteroid,HORMONE,1,activation,CPD (CYP90A1) catalyzes 23-alpha hydroxylation in BR biosynthesis; cpd null mutants are severe dwarfs (JUDGE S007).,1,10.1016/j.pbi.2014.07.012
Merged Arabidopsis,ME135,CRY1,GENE,BBX11,GENE,1,activation,CRY1 induces BBX11 expression in blue light (JUDGE S004).,1,10.1016/j.xplc.2020.100045
Merged Arabidopsis,ME136,CRY1,GENE,COP1_SPA,GENE,-1,inhibition,Photoactivated CRY1 binds COP1/SPA1 and disrupts the complex.,1,10.1016/B978-0-12-801922-1.00007-5
